
Time
 ==================== 
Time,Unit,Category,Time,TrackID,ID,
0.616667,min,Spot,38,1000101212,101212,
0.633333,min,Spot,39,1000101212,101213,
0.65,min,Spot,40,1000101212,101214,
0.666667,min,Spot,41,1000101212,101215,
0.683333,min,Spot,42,1000101212,101216,
0.7,min,Spot,43,1000101212,101217,
0.716667,min,Spot,44,1000101212,101218,
0.733333,min,Spot,45,1000101212,101219,
0.75,min,Spot,46,1000101212,101220,
1.25,min,Spot,76,1000101221,101221,
1.26667,min,Spot,77,1000101221,101222,
1.28333,min,Spot,78,1000101221,101223,
1.3,min,Spot,79,1000101221,101224,
1.33333,min,Spot,81,1000101225,101225,
1.35,min,Spot,82,1000101225,101226,
1.36667,min,Spot,83,1000101225,101227,
4.8,min,Spot,289,1000101229,101229,
4.81667,min,Spot,290,1000101229,101230,
4.83333,min,Spot,291,1000101229,101231,
4.85,min,Spot,292,1000101229,101232,
4.86667,min,Spot,293,1000101229,101233,
5.2,min,Spot,313,1000101234,101234,
5.21667,min,Spot,314,1000101234,101235,
5.23333,min,Spot,315,1000101234,101236,
5.25,min,Spot,316,1000101234,101237,
5.26667,min,Spot,317,1000101234,101238,
5.28333,min,Spot,318,1000101234,101239,
0.233333,min,Spot,15,1000101240,101240,
0.25,min,Spot,16,1000101240,101241,
0.266667,min,Spot,17,1000101240,101242,
0.283333,min,Spot,18,1000101240,101243,
1.71667,min,Spot,104,1000101244,101244,
1.73333,min,Spot,105,1000101244,101245,
1.75,min,Spot,106,1000101244,101246,
0.366667,min,Spot,23,1000101247,101247,
0.383333,min,Spot,24,1000101247,101248,
0.4,min,Spot,25,1000101247,101249,
0.3,min,Spot,19,1000101250,101250,
0.316667,min,Spot,20,1000101250,101251,
0.283333,min,Spot,18,1000101250,101253,
