
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
9.28258,,Spot,3,Image 1,38,1000101212,101212,
11.0297,,Spot,3,Image 1,39,1000101212,101213,
10.0653,,Spot,3,Image 1,40,1000101212,101214,
10.7107,,Spot,3,Image 1,41,1000101212,101215,
8.93373,,Spot,3,Image 1,42,1000101212,101216,
9.27198,,Spot,3,Image 1,43,1000101212,101217,
9.22465,,Spot,3,Image 1,44,1000101212,101218,
10.1783,,Spot,3,Image 1,45,1000101212,101219,
9.31964,,Spot,3,Image 1,46,1000101212,101220,
8.09394,,Spot,3,Image 1,76,1000101221,101221,
8.26772,,Spot,3,Image 1,77,1000101221,101222,
8.18762,,Spot,3,Image 1,78,1000101221,101223,
8.07007,,Spot,3,Image 1,79,1000101221,101224,
7.91812,,Spot,3,Image 1,81,1000101225,101225,
8.36956,,Spot,3,Image 1,82,1000101225,101226,
8.30217,,Spot,3,Image 1,83,1000101225,101227,
7.84999,,Spot,3,Image 1,289,1000101229,101229,
8.01066,,Spot,3,Image 1,290,1000101229,101230,
8.27117,,Spot,3,Image 1,291,1000101229,101231,
7.82286,,Spot,3,Image 1,292,1000101229,101232,
7.81085,,Spot,3,Image 1,293,1000101229,101233,
8.50255,,Spot,3,Image 1,313,1000101234,101234,
8.34408,,Spot,3,Image 1,314,1000101234,101235,
9.27981,,Spot,3,Image 1,315,1000101234,101236,
8.84131,,Spot,3,Image 1,316,1000101234,101237,
8.9639,,Spot,3,Image 1,317,1000101234,101238,
8.31294,,Spot,3,Image 1,318,1000101234,101239,
8.51812,,Spot,3,Image 1,15,1000101240,101240,
9.37485,,Spot,3,Image 1,16,1000101240,101241,
9.30693,,Spot,3,Image 1,17,1000101240,101242,
8.93373,,Spot,3,Image 1,18,1000101240,101243,
9.19005,,Spot,3,Image 1,104,1000101244,101244,
8.92095,,Spot,3,Image 1,105,1000101244,101245,
8.75702,,Spot,3,Image 1,106,1000101244,101246,
9.86647,,Spot,3,Image 1,23,1000101247,101247,
9.05059,,Spot,3,Image 1,24,1000101247,101248,
8.76499,,Spot,3,Image 1,25,1000101247,101249,
8.9007,,Spot,3,Image 1,19,1000101250,101250,
9.85108,,Spot,3,Image 1,20,1000101250,101251,
8.38448,,Spot,3,Image 1,18,1000101250,101253,
