
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
3.65744e+08,,Spot,3,Image 1,38,1000101212,101212,
3.72447e+08,,Spot,3,Image 1,39,1000101212,101213,
3.68568e+08,,Spot,3,Image 1,40,1000101212,101214,
3.76387e+08,,Spot,3,Image 1,41,1000101212,101215,
3.65933e+08,,Spot,3,Image 1,42,1000101212,101216,
3.65521e+08,,Spot,3,Image 1,43,1000101212,101217,
3.69818e+08,,Spot,3,Image 1,44,1000101212,101218,
3.68268e+08,,Spot,3,Image 1,45,1000101212,101219,
3.65896e+08,,Spot,3,Image 1,46,1000101212,101220,
3.60822e+08,,Spot,3,Image 1,76,1000101221,101221,
3.62431e+08,,Spot,3,Image 1,77,1000101221,101222,
3.61345e+08,,Spot,3,Image 1,78,1000101221,101223,
3.5757e+08,,Spot,3,Image 1,79,1000101221,101224,
3.54321e+08,,Spot,3,Image 1,81,1000101225,101225,
3.564e+08,,Spot,3,Image 1,82,1000101225,101226,
3.5856e+08,,Spot,3,Image 1,83,1000101225,101227,
3.50891e+08,,Spot,3,Image 1,289,1000101229,101229,
3.55148e+08,,Spot,3,Image 1,290,1000101229,101230,
3.63753e+08,,Spot,3,Image 1,291,1000101229,101231,
3.58089e+08,,Spot,3,Image 1,292,1000101229,101232,
3.5364e+08,,Spot,3,Image 1,293,1000101229,101233,
3.70258e+08,,Spot,3,Image 1,313,1000101234,101234,
3.61369e+08,,Spot,3,Image 1,314,1000101234,101235,
3.76892e+08,,Spot,3,Image 1,315,1000101234,101236,
3.66448e+08,,Spot,3,Image 1,316,1000101234,101237,
3.69231e+08,,Spot,3,Image 1,317,1000101234,101238,
3.55028e+08,,Spot,3,Image 1,318,1000101234,101239,
3.59438e+08,,Spot,3,Image 1,15,1000101240,101240,
3.71135e+08,,Spot,3,Image 1,16,1000101240,101241,
3.75334e+08,,Spot,3,Image 1,17,1000101240,101242,
3.6239e+08,,Spot,3,Image 1,18,1000101240,101243,
3.76056e+08,,Spot,3,Image 1,104,1000101244,101244,
3.61929e+08,,Spot,3,Image 1,105,1000101244,101245,
3.69491e+08,,Spot,3,Image 1,106,1000101244,101246,
3.69153e+08,,Spot,3,Image 1,23,1000101247,101247,
3.57563e+08,,Spot,3,Image 1,24,1000101247,101248,
3.56247e+08,,Spot,3,Image 1,25,1000101247,101249,
3.5453e+08,,Spot,3,Image 1,19,1000101250,101250,
3.59989e+08,,Spot,3,Image 1,20,1000101250,101251,
3.50078e+08,,Spot,3,Image 1,18,1000101250,101253,
