
Track Position X Start
 ==================== 
Track Position X Start,Unit,Category,Collection,ID,
13.8853,µm,Track,Track Position Start,1000101212,
18.2871,µm,Track,Track Position Start,1000101221,
42.8265,µm,Track,Track Position Start,1000101225,
4.58131,µm,Track,Track Position Start,1000101229,
13.8039,µm,Track,Track Position Start,1000101234,
16.4929,µm,Track,Track Position Start,1000101240,
42.0825,µm,Track,Track Position Start,1000101244,
10.2791,µm,Track,Track Position Start,1000101247,
11.1064,µm,Track,Track Position Start,1000101250,
