
Track Straightness
 ==================== 
Track Straightness,Unit,Category,ID,
0.538065,,Track,1000101212,
0.762235,,Track,1000101221,
0.529431,,Track,1000101225,
0.437082,,Track,1000101229,
0.55738,,Track,1000101234,
0.508536,,Track,1000101240,
0.986866,,Track,1000101244,
0.899499,,Track,1000101247,
0.920897,,Track,1000101250,
