
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
63.6707,73.4896,148.214,°,Spot,Velocity Angle,15,1000101240,101240,
4.7819,90.0027,94.7846,°,Spot,Velocity Angle,16,1000101240,101241,
51.2793,123.727,56.7619,°,Spot,Velocity Angle,17,1000101240,101242,
54.797,137.58,110.513,°,Spot,Velocity Angle,18,1000101240,101243,
156.613,66.6104,90.0027,°,Spot,Velocity Angle,18,1000101250,101253,
78.4621,91.1702,168.404,°,Spot,Velocity Angle,19,1000101250,101250,
74.914,92.7233,164.662,°,Spot,Velocity Angle,20,1000101250,101251,
71.5678,114.237,148.797,°,Spot,Velocity Angle,23,1000101247,101247,
68.7253,127.177,135.19,°,Spot,Velocity Angle,24,1000101247,101248,
69.127,159.13,90.0027,°,Spot,Velocity Angle,25,1000101247,101249,
36.5495,99.3801,124.948,°,Spot,Velocity Angle,38,1000101212,101212,
38.0403,94.872,127.617,°,Spot,Velocity Angle,39,1000101212,101213,
17.5313,74.5972,98.1673,°,Spot,Velocity Angle,40,1000101212,101214,
80.5246,72.9784,19.6278,°,Spot,Velocity Angle,41,1000101212,101215,
84.135,76.8731,14.4242,°,Spot,Velocity Angle,42,1000101212,101216,
69.5039,114.925,33.2229,°,Spot,Velocity Angle,43,1000101212,101217,
13.0704,100.923,82.9077,°,Spot,Velocity Angle,44,1000101212,101218,
41.736,88.1362,48.3278,°,Spot,Velocity Angle,45,1000101212,101219,
96.0279,73.412,17.7109,°,Spot,Velocity Angle,46,1000101212,101220,
51.4235,138.525,102.905,°,Spot,Velocity Angle,76,1000101221,101221,
23.0158,110.042,79.1501,°,Spot,Velocity Angle,77,1000101221,101222,
36.3791,70.7481,60.4644,°,Spot,Velocity Angle,78,1000101221,101223,
29.5431,71.3343,67.9747,°,Spot,Velocity Angle,79,1000101221,101224,
55.3539,115.272,134.692,°,Spot,Velocity Angle,81,1000101225,101225,
22.9281,80.4056,110.618,°,Spot,Velocity Angle,82,1000101225,101226,
67.6956,39.101,59.7586,°,Spot,Velocity Angle,83,1000101225,101227,
60.0017,85.2564,149.553,°,Spot,Velocity Angle,104,1000101244,101244,
60.1453,76.9238,146.854,°,Spot,Velocity Angle,105,1000101244,101245,
61.282,66.6107,141.446,°,Spot,Velocity Angle,106,1000101244,101246,
112.137,25.8865,102.744,°,Spot,Velocity Angle,289,1000101229,101229,
117.381,29.32,80.3139,°,Spot,Velocity Angle,290,1000101229,101230,
126.565,141.892,80.7042,°,Spot,Velocity Angle,291,1000101229,101231,
162.664,90.0027,72.6616,°,Spot,Velocity Angle,292,1000101229,101232,
96.4497,46.1068,44.6184,°,Spot,Velocity Angle,293,1000101229,101233,
57.0307,137.931,113.017,°,Spot,Velocity Angle,313,1000101234,101234,
93.3331,171.256,98.0839,°,Spot,Velocity Angle,314,1000101234,101235,
94.2729,150.638,61.0085,°,Spot,Velocity Angle,315,1000101234,101236,
38.1202,82.0266,53.0241,°,Spot,Velocity Angle,316,1000101234,101237,
68.7655,65.7203,33.231,°,Spot,Velocity Angle,317,1000101234,101238,
84.8042,64.8451,25.7635,°,Spot,Velocity Angle,318,1000101234,101239,
