
Track Position Y Mean
 ==================== 
Track Position Y Mean,Unit,Category,Collection,ID,
34.6777,µm,Track,Track Position,1000101212,
10.6485,µm,Track,Track Position,1000101221,
30.1393,µm,Track,Track Position,1000101225,
12.0249,µm,Track,Track Position,1000101229,
20.15,µm,Track,Track Position,1000101234,
31.7371,µm,Track,Track Position,1000101240,
43.5673,µm,Track,Track Position,1000101244,
22.6523,µm,Track,Track Position,1000101247,
32.2449,µm,Track,Track Position,1000101250,
