
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
50.2655,,Track,1000101212,
50.2655,,Track,1000101221,
50.2655,,Track,1000101225,
50.2655,,Track,1000101229,
50.2655,,Track,1000101234,
50.2655,,Track,1000101240,
50.2655,,Track,1000101244,
50.2655,,Track,1000101247,
50.2655,,Track,1000101250,
