
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
7.36631,,Track,1000101212,
3.67725,,Track,1000101221,
0.302931,,Track,1000101225,
0.845206,,Track,1000101229,
1.42597,,Track,1000101234,
1.99225,,Track,1000101240,
2.98898,,Track,1000101244,
1.40965,,Track,1000101247,
2.04171,,Track,1000101250,
