
Track Ar1 Mean
 ==================== 
Track Ar1 Mean,Unit,Category,ID,
-0.00281154,,Track,1000188973,
-0.0900223,,Track,1000188985,
-0.5882,,Track,1000188994,
-0.390363,,Track,1000189009,
-0.292555,,Track,1000189013,
-0.0116148,,Track,1000189026,
-0.417966,,Track,1000189030,
-0.273995,,Track,1000189035,
