
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
213.246,,Spot,2,Image 1,8,1000188973,188973,
215.649,,Spot,2,Image 1,9,1000188973,188974,
211.986,,Spot,2,Image 1,10,1000188973,188975,
216.012,,Spot,2,Image 1,11,1000188973,188976,
215.637,,Spot,2,Image 1,12,1000188973,188977,
213.165,,Spot,2,Image 1,13,1000188973,188978,
216.162,,Spot,2,Image 1,14,1000188973,188979,
216.413,,Spot,2,Image 1,15,1000188973,188980,
211.96,,Spot,2,Image 1,46,1000188985,188985,
211.755,,Spot,2,Image 1,47,1000188985,188986,
215.398,,Spot,2,Image 1,48,1000188985,188987,
215.151,,Spot,2,Image 1,49,1000188985,188988,
215.533,,Spot,2,Image 1,50,1000188985,188989,
211.841,,Spot,2,Image 1,51,1000188985,188990,
211.472,,Spot,2,Image 1,52,1000188985,188991,
212.717,,Spot,2,Image 1,76,1000188994,188994,
212.362,,Spot,2,Image 1,77,1000188994,188995,
216.083,,Spot,2,Image 1,78,1000188994,188996,
211.808,,Spot,2,Image 1,79,1000188994,188997,
216.066,,Spot,2,Image 1,158,1000189006,189006,
212.693,,Spot,2,Image 1,159,1000189006,189007,
212.862,,Spot,2,Image 1,160,1000189006,189008,
213.204,,Spot,2,Image 1,195,1000189009,189009,
213.131,,Spot,2,Image 1,196,1000189009,189010,
213.657,,Spot,2,Image 1,197,1000189009,189011,
213.141,,Spot,2,Image 1,198,1000189009,189012,
216.26,,Spot,2,Image 1,248,1000189013,189013,
216.004,,Spot,2,Image 1,249,1000189013,189014,
212.242,,Spot,2,Image 1,250,1000189013,189015,
212.176,,Spot,2,Image 1,251,1000189013,189016,
212.849,,Spot,2,Image 1,252,1000189013,189017,
217.248,,Spot,2,Image 1,270,1000189020,189020,
213.513,,Spot,2,Image 1,271,1000189020,189021,
213.325,,Spot,2,Image 1,272,1000189020,189022,
216.756,,Spot,2,Image 1,63,1000189023,189023,
213.969,,Spot,2,Image 1,64,1000189023,189024,
214.127,,Spot,2,Image 1,65,1000189023,189025,
213.053,,Spot,2,Image 1,177,1000189026,189026,
215.307,,Spot,2,Image 1,178,1000189026,189027,
211.954,,Spot,2,Image 1,179,1000189026,189028,
216.589,,Spot,2,Image 1,180,1000189026,189029,
213.838,,Spot,2,Image 1,327,1000189030,189030,
214.265,,Spot,2,Image 1,328,1000189030,189031,
217.146,,Spot,2,Image 1,329,1000189030,189032,
213.239,,Spot,2,Image 1,330,1000189030,189033,
214.606,,Spot,2,Image 1,347,1000189035,189035,
218.171,,Spot,2,Image 1,348,1000189035,189036,
217.935,,Spot,2,Image 1,349,1000189035,189037,
214.176,,Spot,2,Image 1,346,1000189035,189038,
