
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
252,,Spot,1,Image 1,8,1000188973,188973,
202,,Spot,1,Image 1,9,1000188973,188974,
216,,Spot,1,Image 1,10,1000188973,188975,
268,,Spot,1,Image 1,11,1000188973,188976,
276,,Spot,1,Image 1,12,1000188973,188977,
286,,Spot,1,Image 1,13,1000188973,188978,
276,,Spot,1,Image 1,14,1000188973,188979,
304,,Spot,1,Image 1,15,1000188973,188980,
232,,Spot,1,Image 1,46,1000188985,188985,
206,,Spot,1,Image 1,47,1000188985,188986,
206,,Spot,1,Image 1,48,1000188985,188987,
218,,Spot,1,Image 1,49,1000188985,188988,
204,,Spot,1,Image 1,50,1000188985,188989,
206,,Spot,1,Image 1,51,1000188985,188990,
202,,Spot,1,Image 1,52,1000188985,188991,
246,,Spot,1,Image 1,76,1000188994,188994,
240,,Spot,1,Image 1,77,1000188994,188995,
260,,Spot,1,Image 1,78,1000188994,188996,
220,,Spot,1,Image 1,79,1000188994,188997,
284,,Spot,1,Image 1,158,1000189006,189006,
266,,Spot,1,Image 1,159,1000189006,189007,
270,,Spot,1,Image 1,160,1000189006,189008,
224,,Spot,1,Image 1,195,1000189009,189009,
222,,Spot,1,Image 1,196,1000189009,189010,
228,,Spot,1,Image 1,197,1000189009,189011,
268,,Spot,1,Image 1,198,1000189009,189012,
276,,Spot,1,Image 1,248,1000189013,189013,
290,,Spot,1,Image 1,249,1000189013,189014,
302,,Spot,1,Image 1,250,1000189013,189015,
246,,Spot,1,Image 1,251,1000189013,189016,
288,,Spot,1,Image 1,252,1000189013,189017,
294,,Spot,1,Image 1,270,1000189020,189020,
294,,Spot,1,Image 1,271,1000189020,189021,
250,,Spot,1,Image 1,272,1000189020,189022,
270,,Spot,1,Image 1,63,1000189023,189023,
276,,Spot,1,Image 1,64,1000189023,189024,
282,,Spot,1,Image 1,65,1000189023,189025,
230,,Spot,1,Image 1,177,1000189026,189026,
246,,Spot,1,Image 1,178,1000189026,189027,
222,,Spot,1,Image 1,179,1000189026,189028,
250,,Spot,1,Image 1,180,1000189026,189029,
306,,Spot,1,Image 1,327,1000189030,189030,
326,,Spot,1,Image 1,328,1000189030,189031,
292,,Spot,1,Image 1,329,1000189030,189032,
294,,Spot,1,Image 1,330,1000189030,189033,
366,,Spot,1,Image 1,347,1000189035,189035,
350,,Spot,1,Image 1,348,1000189035,189036,
350,,Spot,1,Image 1,349,1000189035,189037,
302,,Spot,1,Image 1,346,1000189035,189038,
