
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
4,,Track,1000188973,
4,,Track,1000188985,
4,,Track,1000188994,
4,,Track,1000189006,
4,,Track,1000189009,
4,,Track,1000189013,
4,,Track,1000189020,
4,,Track,1000189023,
4,,Track,1000189026,
4,,Track,1000189030,
4,,Track,1000189035,
