
Intensity Max Ch=2 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
252,,Spot,2,Image 1,8,1000188973,188973,
274,,Spot,2,Image 1,9,1000188973,188974,
256,,Spot,2,Image 1,10,1000188973,188975,
256,,Spot,2,Image 1,11,1000188973,188976,
256,,Spot,2,Image 1,12,1000188973,188977,
246,,Spot,2,Image 1,13,1000188973,188978,
258,,Spot,2,Image 1,14,1000188973,188979,
276,,Spot,2,Image 1,15,1000188973,188980,
260,,Spot,2,Image 1,46,1000188985,188985,
250,,Spot,2,Image 1,47,1000188985,188986,
260,,Spot,2,Image 1,48,1000188985,188987,
256,,Spot,2,Image 1,49,1000188985,188988,
284,,Spot,2,Image 1,50,1000188985,188989,
246,,Spot,2,Image 1,51,1000188985,188990,
248,,Spot,2,Image 1,52,1000188985,188991,
266,,Spot,2,Image 1,76,1000188994,188994,
252,,Spot,2,Image 1,77,1000188994,188995,
264,,Spot,2,Image 1,78,1000188994,188996,
256,,Spot,2,Image 1,79,1000188994,188997,
262,,Spot,2,Image 1,158,1000189006,189006,
252,,Spot,2,Image 1,159,1000189006,189007,
252,,Spot,2,Image 1,160,1000189006,189008,
260,,Spot,2,Image 1,195,1000189009,189009,
260,,Spot,2,Image 1,196,1000189009,189010,
256,,Spot,2,Image 1,197,1000189009,189011,
250,,Spot,2,Image 1,198,1000189009,189012,
250,,Spot,2,Image 1,248,1000189013,189013,
260,,Spot,2,Image 1,249,1000189013,189014,
254,,Spot,2,Image 1,250,1000189013,189015,
250,,Spot,2,Image 1,251,1000189013,189016,
252,,Spot,2,Image 1,252,1000189013,189017,
262,,Spot,2,Image 1,270,1000189020,189020,
256,,Spot,2,Image 1,271,1000189020,189021,
248,,Spot,2,Image 1,272,1000189020,189022,
256,,Spot,2,Image 1,63,1000189023,189023,
252,,Spot,2,Image 1,64,1000189023,189024,
254,,Spot,2,Image 1,65,1000189023,189025,
252,,Spot,2,Image 1,177,1000189026,189026,
256,,Spot,2,Image 1,178,1000189026,189027,
252,,Spot,2,Image 1,179,1000189026,189028,
258,,Spot,2,Image 1,180,1000189026,189029,
260,,Spot,2,Image 1,327,1000189030,189030,
254,,Spot,2,Image 1,328,1000189030,189031,
268,,Spot,2,Image 1,329,1000189030,189032,
254,,Spot,2,Image 1,330,1000189030,189033,
256,,Spot,2,Image 1,347,1000189035,189035,
280,,Spot,2,Image 1,348,1000189035,189036,
262,,Spot,2,Image 1,349,1000189035,189037,
272,,Spot,2,Image 1,346,1000189035,189038,
