
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
64.3031,111.339,145.529,°,Spot,Velocity Angle,8,1000188973,188973,
41.1331,126.154,106.924,°,Spot,Velocity Angle,9,1000188973,188974,
90.0027,78.0731,11.9295,°,Spot,Velocity Angle,10,1000188973,188975,
90.0027,56.9406,33.0621,°,Spot,Velocity Angle,11,1000188973,188976,
90.0027,62.6564,27.3463,°,Spot,Velocity Angle,12,1000188973,188977,
62.4823,90.3189,152.483,°,Spot,Velocity Angle,13,1000188973,188978,
102.416,104.232,160.947,°,Spot,Velocity Angle,14,1000188973,188979,
137.925,132.083,90.0027,°,Spot,Velocity Angle,15,1000188973,188980,
62.0715,30.8653,77.9245,°,Spot,Velocity Angle,46,1000188985,188985,
59.5904,35.9828,107.355,°,Spot,Velocity Angle,47,1000188985,188986,
59.4866,35.776,106.844,°,Spot,Velocity Angle,48,1000188985,188987,
53.0717,77.9618,140.508,°,Spot,Velocity Angle,49,1000188985,188988,
86.9488,129.903,139.94,°,Spot,Velocity Angle,50,1000188985,188989,
109.396,136.17,127.433,°,Spot,Velocity Angle,51,1000188985,188990,
134.021,60.4674,58.4279,°,Spot,Velocity Angle,52,1000188985,188991,
65.9743,155.977,90.0027,°,Spot,Velocity Angle,63,1000189023,189023,
77.8527,121.883,145.357,°,Spot,Velocity Angle,64,1000189023,189024,
87.1277,100.339,169.268,°,Spot,Velocity Angle,65,1000189023,189025,
79.9996,91.4568,10.1104,°,Spot,Velocity Angle,76,1000188994,188994,
65.5169,155.52,90.0027,°,Spot,Velocity Angle,77,1000188994,188995,
83.7572,94.5301,172.281,°,Spot,Velocity Angle,78,1000188994,188996,
79.893,77.6765,16.0441,°,Spot,Velocity Angle,79,1000188994,188997,
119.008,129.237,127.164,°,Spot,Velocity Angle,158,1000189006,189006,
138.825,108.195,125.432,°,Spot,Velocity Angle,159,1000189006,189007,
131.234,41.3235,87.7102,°,Spot,Velocity Angle,160,1000189006,189008,
88.7992,102.467,167.481,°,Spot,Velocity Angle,177,1000189026,189026,
45.3537,47.4167,102.693,°,Spot,Velocity Angle,178,1000189026,189027,
76.5953,61.029,32.4825,°,Spot,Velocity Angle,179,1000189026,189028,
78.7175,62.5375,30.0667,°,Spot,Velocity Angle,180,1000189026,189029,
82.7408,81.9378,10.8851,°,Spot,Velocity Angle,195,1000189009,189009,
90.1185,57.5567,32.4462,°,Spot,Velocity Angle,196,1000189009,189010,
74.291,36.7181,57.7918,°,Spot,Velocity Angle,197,1000189009,189011,
32.8607,57.1926,88.3762,°,Spot,Velocity Angle,198,1000189009,189012,
94.0946,91.5311,175.636,°,Spot,Velocity Angle,248,1000189013,189013,
85.9311,51.9774,141.683,°,Spot,Velocity Angle,249,1000189013,189014,
55.9876,34.015,90.0027,°,Spot,Velocity Angle,250,1000189013,189015,
113.166,102.7,153.223,°,Spot,Velocity Angle,251,1000189013,189016,
137.981,114.769,121.481,°,Spot,Velocity Angle,252,1000189013,189017,
126.439,75.4539,139.849,°,Spot,Velocity Angle,270,1000189020,189020,
139.945,103.001,127.088,°,Spot,Velocity Angle,271,1000189020,189021,
117.068,151.2,80.8819,°,Spot,Velocity Angle,272,1000189020,189022,
94.374,53.0239,37.3245,°,Spot,Velocity Angle,327,1000189030,189030,
91.8539,45.7007,135.644,°,Spot,Velocity Angle,328,1000189030,189031,
101.521,31.4879,61.1444,°,Spot,Velocity Angle,329,1000189030,189032,
97.2994,77.3402,14.6755,°,Spot,Velocity Angle,330,1000189030,189033,
77.4231,94.6958,13.4535,°,Spot,Velocity Angle,346,1000189035,189038,
67.3249,75.0909,27.6156,°,Spot,Velocity Angle,347,1000189035,189035,
71.1059,21.1445,99.1425,°,Spot,Velocity Angle,348,1000189035,189036,
106.453,64.3475,148.851,°,Spot,Velocity Angle,349,1000189035,189037,
