
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
728,,Spot,1,Image 1,8,1000188973,188973,
558,,Spot,1,Image 1,9,1000188973,188974,
872,,Spot,1,Image 1,10,1000188973,188975,
766,,Spot,1,Image 1,11,1000188973,188976,
600,,Spot,1,Image 1,12,1000188973,188977,
642,,Spot,1,Image 1,13,1000188973,188978,
620,,Spot,1,Image 1,14,1000188973,188979,
642,,Spot,1,Image 1,15,1000188973,188980,
682,,Spot,1,Image 1,46,1000188985,188985,
510,,Spot,1,Image 1,47,1000188985,188986,
562,,Spot,1,Image 1,48,1000188985,188987,
580,,Spot,1,Image 1,49,1000188985,188988,
686,,Spot,1,Image 1,50,1000188985,188989,
694,,Spot,1,Image 1,51,1000188985,188990,
604,,Spot,1,Image 1,52,1000188985,188991,
734,,Spot,1,Image 1,76,1000188994,188994,
690,,Spot,1,Image 1,77,1000188994,188995,
746,,Spot,1,Image 1,78,1000188994,188996,
548,,Spot,1,Image 1,79,1000188994,188997,
580,,Spot,1,Image 1,158,1000189006,189006,
592,,Spot,1,Image 1,159,1000189006,189007,
676,,Spot,1,Image 1,160,1000189006,189008,
652,,Spot,1,Image 1,195,1000189009,189009,
666,,Spot,1,Image 1,196,1000189009,189010,
690,,Spot,1,Image 1,197,1000189009,189011,
658,,Spot,1,Image 1,198,1000189009,189012,
668,,Spot,1,Image 1,248,1000189013,189013,
734,,Spot,1,Image 1,249,1000189013,189014,
646,,Spot,1,Image 1,250,1000189013,189015,
562,,Spot,1,Image 1,251,1000189013,189016,
628,,Spot,1,Image 1,252,1000189013,189017,
834,,Spot,1,Image 1,270,1000189020,189020,
884,,Spot,1,Image 1,271,1000189020,189021,
902,,Spot,1,Image 1,272,1000189020,189022,
596,,Spot,1,Image 1,63,1000189023,189023,
570,,Spot,1,Image 1,64,1000189023,189024,
576,,Spot,1,Image 1,65,1000189023,189025,
668,,Spot,1,Image 1,177,1000189026,189026,
648,,Spot,1,Image 1,178,1000189026,189027,
602,,Spot,1,Image 1,179,1000189026,189028,
610,,Spot,1,Image 1,180,1000189026,189029,
794,,Spot,1,Image 1,327,1000189030,189030,
978,,Spot,1,Image 1,328,1000189030,189031,
902,,Spot,1,Image 1,329,1000189030,189032,
758,,Spot,1,Image 1,330,1000189030,189033,
768,,Spot,1,Image 1,347,1000189035,189035,
984,,Spot,1,Image 1,348,1000189035,189036,
870,,Spot,1,Image 1,349,1000189035,189037,
728,,Spot,1,Image 1,346,1000189035,189038,
