
Time Since Track Start
 ==================== 
Time Since Track Start,Unit,Category,Time,TrackID,ID,
0,,Spot,8,1000188973,188973,
1,,Spot,9,1000188973,188974,
2,,Spot,10,1000188973,188975,
3,,Spot,11,1000188973,188976,
4,,Spot,12,1000188973,188977,
5,,Spot,13,1000188973,188978,
6,,Spot,14,1000188973,188979,
7,,Spot,15,1000188973,188980,
0,,Spot,46,1000188985,188985,
1,,Spot,47,1000188985,188986,
2,,Spot,48,1000188985,188987,
3,,Spot,49,1000188985,188988,
4,,Spot,50,1000188985,188989,
5,,Spot,51,1000188985,188990,
6,,Spot,52,1000188985,188991,
0,,Spot,76,1000188994,188994,
1,,Spot,77,1000188994,188995,
2,,Spot,78,1000188994,188996,
3,,Spot,79,1000188994,188997,
0,,Spot,158,1000189006,189006,
1,,Spot,159,1000189006,189007,
2,,Spot,160,1000189006,189008,
0,,Spot,195,1000189009,189009,
1,,Spot,196,1000189009,189010,
2,,Spot,197,1000189009,189011,
3,,Spot,198,1000189009,189012,
0,,Spot,248,1000189013,189013,
1,,Spot,249,1000189013,189014,
2,,Spot,250,1000189013,189015,
3,,Spot,251,1000189013,189016,
4,,Spot,252,1000189013,189017,
0,,Spot,270,1000189020,189020,
1,,Spot,271,1000189020,189021,
2,,Spot,272,1000189020,189022,
0,,Spot,63,1000189023,189023,
1,,Spot,64,1000189023,189024,
2,,Spot,65,1000189023,189025,
0,,Spot,177,1000189026,189026,
1,,Spot,178,1000189026,189027,
2,,Spot,179,1000189026,189028,
3,,Spot,180,1000189026,189029,
0,,Spot,327,1000189030,189030,
1,,Spot,328,1000189030,189031,
2,,Spot,329,1000189030,189032,
3,,Spot,330,1000189030,189033,
1,,Spot,347,1000189035,189035,
2,,Spot,348,1000189035,189036,
3,,Spot,349,1000189035,189037,
0,,Spot,346,1000189035,189038,
