
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
86.4998,µm,Spot,Distance from Origin,8,1000188973,188973,
86.3691,µm,Spot,Distance from Origin,9,1000188973,188974,
86.7733,µm,Spot,Distance from Origin,10,1000188973,188975,
87.4562,µm,Spot,Distance from Origin,11,1000188973,188976,
87.7697,µm,Spot,Distance from Origin,12,1000188973,188977,
88.0148,µm,Spot,Distance from Origin,13,1000188973,188978,
87.7839,µm,Spot,Distance from Origin,14,1000188973,188979,
87.3801,µm,Spot,Distance from Origin,15,1000188973,188980,
47.3447,µm,Spot,Distance from Origin,46,1000188985,188985,
48.0537,µm,Spot,Distance from Origin,47,1000188985,188986,
47.9164,µm,Spot,Distance from Origin,48,1000188985,188987,
48.4398,µm,Spot,Distance from Origin,49,1000188985,188988,
48.0707,µm,Spot,Distance from Origin,50,1000188985,188989,
47.3134,µm,Spot,Distance from Origin,51,1000188985,188990,
47.238,µm,Spot,Distance from Origin,52,1000188985,188991,
67.4977,µm,Spot,Distance from Origin,76,1000188994,188994,
69.2447,µm,Spot,Distance from Origin,77,1000188994,188995,
67.3687,µm,Spot,Distance from Origin,78,1000188994,188996,
68.8124,µm,Spot,Distance from Origin,79,1000188994,188997,
60.0997,µm,Spot,Distance from Origin,158,1000189006,189006,
59.7378,µm,Spot,Distance from Origin,159,1000189006,189007,
59.716,µm,Spot,Distance from Origin,160,1000189006,189008,
75.9064,µm,Spot,Distance from Origin,195,1000189009,189009,
76.3712,µm,Spot,Distance from Origin,196,1000189009,189010,
77.06,µm,Spot,Distance from Origin,197,1000189009,189011,
77.6879,µm,Spot,Distance from Origin,198,1000189009,189012,
67.9391,µm,Spot,Distance from Origin,248,1000189013,189013,
67.4922,µm,Spot,Distance from Origin,249,1000189013,189014,
68.077,µm,Spot,Distance from Origin,250,1000189013,189015,
68.1804,µm,Spot,Distance from Origin,251,1000189013,189016,
67.2357,µm,Spot,Distance from Origin,252,1000189013,189017,
62.3859,µm,Spot,Distance from Origin,270,1000189020,189020,
62.0451,µm,Spot,Distance from Origin,271,1000189020,189021,
61.8619,µm,Spot,Distance from Origin,272,1000189020,189022,
68.8937,µm,Spot,Distance from Origin,63,1000189023,189023,
68.7996,µm,Spot,Distance from Origin,64,1000189023,189024,
68.5334,µm,Spot,Distance from Origin,65,1000189023,189025,
52.9196,µm,Spot,Distance from Origin,177,1000189026,189026,
52.5601,µm,Spot,Distance from Origin,178,1000189026,189027,
53.1344,µm,Spot,Distance from Origin,179,1000189026,189028,
55.2889,µm,Spot,Distance from Origin,180,1000189026,189029,
74.7522,µm,Spot,Distance from Origin,327,1000189030,189030,
75.1684,µm,Spot,Distance from Origin,328,1000189030,189031,
75.5348,µm,Spot,Distance from Origin,329,1000189030,189032,
76.6531,µm,Spot,Distance from Origin,330,1000189030,189033,
50.3607,µm,Spot,Distance from Origin,347,1000189035,189035,
51.209,µm,Spot,Distance from Origin,348,1000189035,189036,
50.9958,µm,Spot,Distance from Origin,349,1000189035,189037,
49.4412,µm,Spot,Distance from Origin,346,1000189035,189038,
