
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
1.19381,,Track,1000188973,
1.42124,,Track,1000188985,
2.24234,,Track,1000188994,
0.39002,,Track,1000189006,
2.34282,,Track,1000189009,
1.6594,,Track,1000189013,
0.541352,,Track,1000189020,
0.647281,,Track,1000189023,
2.75553,,Track,1000189026,
2.83068,,Track,1000189030,
1.89226,,Track,1000189035,
