
Time Since Track Start
 ==================== 
Time Since Track Start,Unit,Category,Time,TrackID,ID,
2,,Spot,95,1000125942,125942,
3,,Spot,96,1000125942,125943,
0,,Spot,93,1000125942,125944,
1,,Spot,94,1000125942,125945,
0,,Spot,117,1000125946,125946,
1,,Spot,118,1000125946,125947,
2,,Spot,119,1000125946,125948,
0,,Spot,134,1000125949,125949,
1,,Spot,135,1000125949,125950,
2,,Spot,136,1000125949,125951,
3,,Spot,137,1000125949,125952,
0,,Spot,177,1000125953,125953,
1,,Spot,178,1000125953,125954,
2,,Spot,179,1000125953,125955,
3,,Spot,180,1000125953,125956,
0,,Spot,106,1000125957,125957,
1,,Spot,107,1000125957,125958,
2,,Spot,108,1000125957,125959,
3,,Spot,109,1000125957,125960,
