
Track Position Y Start
 ==================== 
Track Position Y Start,Unit,Category,Collection,ID,
42.2622,µm,Track,Track Position Start,1000125942,
24.2319,µm,Track,Track Position Start,1000125946,
38.7068,µm,Track,Track Position Start,1000125949,
20.5967,µm,Track,Track Position Start,1000125953,
24.8339,µm,Track,Track Position Start,1000125957,
