
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
-0.0930004,-0.173065,-0.521896,µm,Spot,Displacement Delta,93,1000125942,125944,
0.185999,-0.551292,0.359238,µm,Spot,Displacement Delta,94,1000125942,125945,
0,0.972473,0.500458,µm,Spot,Displacement Delta,95,1000125942,125942,
-0.0929985,-0.248116,-0.337799,µm,Spot,Displacement Delta,96,1000125942,125943,
0,0,0,µm,Spot,Displacement Delta,106,1000125957,125957,
0.558002,0.123892,-0.0433044,µm,Spot,Displacement Delta,107,1000125957,125958,
-0.465,-0.229683,-0.295319,µm,Spot,Displacement Delta,108,1000125957,125959,
0.278999,0.508469,-0.315536,µm,Spot,Displacement Delta,109,1000125957,125960,
0,0,0,µm,Spot,Displacement Delta,117,1000125946,125946,
0.372,0.00232887,-1.68837,µm,Spot,Displacement Delta,118,1000125946,125947,
-0.0929985,-0.598415,-0.0915833,µm,Spot,Displacement Delta,119,1000125946,125948,
0,0,0,µm,Spot,Displacement Delta,134,1000125949,125949,
0,0.19368,0.0715332,µm,Spot,Displacement Delta,135,1000125949,125950,
0.464996,1.08553,-0.688614,µm,Spot,Displacement Delta,136,1000125949,125951,
-0.464996,-0.765667,0.61879,µm,Spot,Displacement Delta,137,1000125949,125952,
0,0,0,µm,Spot,Displacement Delta,177,1000125953,125953,
0.651001,0.213949,0.207695,µm,Spot,Displacement Delta,178,1000125953,125954,
-0.651001,0.0387287,0.919456,µm,Spot,Displacement Delta,179,1000125953,125955,
0.743999,0.913031,-1.94949,µm,Spot,Displacement Delta,180,1000125953,125956,
