
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
216.032,,Spot,3,Image 1,95,1000125942,125942,
217.968,,Spot,3,Image 1,96,1000125942,125943,
216.016,,Spot,3,Image 1,93,1000125942,125944,
216.016,,Spot,3,Image 1,94,1000125942,125945,
217.988,,Spot,3,Image 1,117,1000125946,125946,
216.048,,Spot,3,Image 1,118,1000125946,125947,
216.02,,Spot,3,Image 1,119,1000125946,125948,
217.992,,Spot,3,Image 1,134,1000125949,125949,
218.048,,Spot,3,Image 1,135,1000125949,125950,
220.02,,Spot,3,Image 1,136,1000125949,125951,
216.04,,Spot,3,Image 1,137,1000125949,125952,
220.024,,Spot,3,Image 1,177,1000125953,125953,
216.04,,Spot,3,Image 1,178,1000125953,125954,
214.028,,Spot,3,Image 1,179,1000125953,125955,
215.984,,Spot,3,Image 1,180,1000125953,125956,
219.992,,Spot,3,Image 1,106,1000125957,125957,
220.016,,Spot,3,Image 1,107,1000125957,125958,
217.976,,Spot,3,Image 1,108,1000125957,125959,
214.008,,Spot,3,Image 1,109,1000125957,125960,
