
Track Position Start
 ==================== 
Track Position X Start,Track Position Y Start,Track Position Z Start,Unit,Category,Collection,ID,
24.1335,42.2622,15.9641,µm,Track,Track Position Start,1000125942,
20.6925,24.2319,17.9853,µm,Track,Track Position Start,1000125946,
33.8055,38.7068,22.8112,µm,Track,Track Position Start,1000125949,
44.4075,20.5967,40.412,µm,Track,Track Position Start,1000125953,
36.5955,24.8339,30.0924,µm,Track,Track Position Start,1000125957,
