
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
205.952,,Spot,1,Image 1,95,1000125942,125942,
201.98,,Spot,1,Image 1,96,1000125942,125943,
204.032,,Spot,1,Image 1,93,1000125942,125944,
204.056,,Spot,1,Image 1,94,1000125942,125945,
204.04,,Spot,1,Image 1,117,1000125946,125946,
208.016,,Spot,1,Image 1,118,1000125946,125947,
205.04,,Spot,1,Image 1,119,1000125946,125948,
205.984,,Spot,1,Image 1,134,1000125949,125949,
203.992,,Spot,1,Image 1,135,1000125949,125950,
204.032,,Spot,1,Image 1,136,1000125949,125951,
205.992,,Spot,1,Image 1,137,1000125949,125952,
203.936,,Spot,1,Image 1,177,1000125953,125953,
202.064,,Spot,1,Image 1,178,1000125953,125954,
201.984,,Spot,1,Image 1,179,1000125953,125955,
199.968,,Spot,1,Image 1,180,1000125953,125956,
202,,Spot,1,Image 1,106,1000125957,125957,
206.032,,Spot,1,Image 1,107,1000125957,125958,
207.98,,Spot,1,Image 1,108,1000125957,125959,
202.016,,Spot,1,Image 1,109,1000125957,125960,
