
Time Index
 ==================== 
Time Index,Unit,Category,Time,TrackID,ID,
95,,Spot,95,1000125942,125942,
96,,Spot,96,1000125942,125943,
93,,Spot,93,1000125942,125944,
94,,Spot,94,1000125942,125945,
117,,Spot,117,1000125946,125946,
118,,Spot,118,1000125946,125947,
119,,Spot,119,1000125946,125948,
134,,Spot,134,1000125949,125949,
135,,Spot,135,1000125949,125950,
136,,Spot,136,1000125949,125951,
137,,Spot,137,1000125949,125952,
177,,Spot,177,1000125953,125953,
178,,Spot,178,1000125953,125954,
179,,Spot,179,1000125953,125955,
180,,Spot,180,1000125953,125956,
106,,Spot,106,1000125957,125957,
107,,Spot,107,1000125957,125958,
108,,Spot,108,1000125957,125959,
109,,Spot,109,1000125957,125960,
