
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
11.5378,µm,Spot,Image 1,95,1000125942,125942,
11.7859,µm,Spot,Image 1,96,1000125942,125943,
12.5103,µm,Spot,Image 1,93,1000125942,125944,
12.3372,µm,Spot,Image 1,94,1000125942,125945,
18.6925,µm,Spot,Image 1,117,1000125946,125946,
19.0645,µm,Spot,Image 1,118,1000125946,125947,
18.9715,µm,Spot,Image 1,119,1000125946,125948,
15.0932,µm,Spot,Image 1,134,1000125949,125949,
14.8996,µm,Spot,Image 1,135,1000125949,125950,
13.814,µm,Spot,Image 1,136,1000125949,125951,
14.5797,µm,Spot,Image 1,137,1000125949,125952,
9.3925,µm,Spot,Image 1,177,1000125953,125953,
8.7415,µm,Spot,Image 1,178,1000125953,125954,
9.3925,µm,Spot,Image 1,179,1000125953,125955,
8.6485,µm,Spot,Image 1,180,1000125953,125956,
17.2045,µm,Spot,Image 1,106,1000125957,125957,
16.6465,µm,Spot,Image 1,107,1000125957,125958,
17.1115,µm,Spot,Image 1,108,1000125957,125959,
16.8325,µm,Spot,Image 1,109,1000125957,125960,
