
Track Position Z Start
 ==================== 
Track Position Z Start,Unit,Category,Collection,ID,
15.9641,µm,Track,Track Position Start,1000125942,
17.9853,µm,Track,Track Position Start,1000125946,
22.8112,µm,Track,Track Position Start,1000125949,
40.412,µm,Track,Track Position Start,1000125953,
30.0924,µm,Track,Track Position Start,1000125957,
