
Intensity Max Ch=3 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
264,,Spot,3,Image 1,95,1000125942,125942,
278,,Spot,3,Image 1,96,1000125942,125943,
262,,Spot,3,Image 1,93,1000125942,125944,
256,,Spot,3,Image 1,94,1000125942,125945,
290,,Spot,3,Image 1,117,1000125946,125946,
288,,Spot,3,Image 1,118,1000125946,125947,
282,,Spot,3,Image 1,119,1000125946,125948,
280,,Spot,3,Image 1,134,1000125949,125949,
288,,Spot,3,Image 1,135,1000125949,125950,
298,,Spot,3,Image 1,136,1000125949,125951,
274,,Spot,3,Image 1,137,1000125949,125952,
284,,Spot,3,Image 1,177,1000125953,125953,
280,,Spot,3,Image 1,178,1000125953,125954,
276,,Spot,3,Image 1,179,1000125953,125955,
276,,Spot,3,Image 1,180,1000125953,125956,
286,,Spot,3,Image 1,106,1000125957,125957,
282,,Spot,3,Image 1,107,1000125957,125958,
284,,Spot,3,Image 1,108,1000125957,125959,
264,,Spot,3,Image 1,109,1000125957,125960,
