
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
22.0804,µm,Spot,Image 1,1,1008097535,8097535,
22.0804,µm,Spot,Image 1,2,1008097535,8097536,
19.2799,µm,Spot,Image 1,3,1008097535,8097537,
18.9146,µm,Spot,Image 1,4,1008097535,8097538,
19.5234,µm,Spot,Image 1,5,1008097535,8097539,
19.8887,µm,Spot,Image 1,6,1008097535,8097540,
19.7669,µm,Spot,Image 1,7,1008097535,8097541,
19.5234,µm,Spot,Image 1,8,1008097535,8097542,
19.0364,µm,Spot,Image 1,9,1008097535,8097543,
18.184,µm,Spot,Image 1,10,1008097535,8097544,
18.9146,µm,Spot,Image 1,11,1008097535,8097545,
20.9845,µm,Spot,Image 1,12,1008097535,8097546,
23.4976,µm,Spot,Image 1,13,1008097535,8097547,
24.8351,µm,Spot,Image 1,14,1008097535,8097548,
24.3687,µm,Spot,Image 1,15,1008097535,8097549,
24.3167,µm,Spot,Image 1,16,1008097535,8097550,
25.0439,µm,Spot,Image 1,17,1008097535,8097551,
25.6745,µm,Spot,Image 1,18,1008097535,8097552,
24.6649,µm,Spot,Image 1,19,1008097535,8097553,
25.4878,µm,Spot,Image 1,20,1008097535,8097554,
27.4641,µm,Spot,Image 1,21,1008097535,8097555,
29.7448,µm,Spot,Image 1,22,1008097535,8097556,
29.8189,µm,Spot,Image 1,23,1008097535,8097557,
30.0699,µm,Spot,Image 1,24,1008097535,8097558,
30.4382,µm,Spot,Image 1,25,1008097535,8097559,
30.796,µm,Spot,Image 1,26,1008097535,8097560,
30.0357,µm,Spot,Image 1,27,1008097535,8097561,
31.0625,µm,Spot,Image 1,28,1008097535,8097562,
31.7549,µm,Spot,Image 1,29,1008097535,8097563,
32.5186,µm,Spot,Image 1,30,1008097535,8097564,
32.4002,µm,Spot,Image 1,31,1008097535,8097565,
32.0586,µm,Spot,Image 1,32,1008097535,8097566,
32.9772,µm,Spot,Image 1,33,1008097535,8097567,
33.8561,µm,Spot,Image 1,34,1008097535,8097568,
33.9696,µm,Spot,Image 1,35,1008097535,8097569,
33.0398,µm,Spot,Image 1,36,1008097535,8097570,
32.2951,µm,Spot,Image 1,37,1008097535,8097571,
31.7522,µm,Spot,Image 1,38,1008097535,8097572,
31.5409,µm,Spot,Image 1,39,1008097535,8097573,
31.5155,µm,Spot,Image 1,40,1008097535,8097574,
30.6105,µm,Spot,Image 1,41,1008097535,8097575,
31.6939,µm,Spot,Image 1,42,1008097535,8097576,
31.6268,µm,Spot,Image 1,43,1008097535,8097577,
32.3342,µm,Spot,Image 1,44,1008097535,8097578,
31.4928,µm,Spot,Image 1,45,1008097535,8097579,
32.1129,µm,Spot,Image 1,46,1008097535,8097580,
33.5396,µm,Spot,Image 1,47,1008097535,8097581,
32.6382,µm,Spot,Image 1,48,1008097535,8097582,
32.8005,µm,Spot,Image 1,49,1008097535,8097583,
31.7069,µm,Spot,Image 1,50,1008097535,8097584,
33.7957,µm,Spot,Image 1,51,1008097535,8097585,
33.8062,µm,Spot,Image 1,52,1008097535,8097586,
33.6858,µm,Spot,Image 1,53,1008097535,8097587,
34.71,µm,Spot,Image 1,54,1008097535,8097588,
32.8455,µm,Spot,Image 1,55,1008097535,8097589,
32.0186,µm,Spot,Image 1,56,1008097535,8097590,
32.7334,µm,Spot,Image 1,57,1008097535,8097591,
32.2031,µm,Spot,Image 1,58,1008097535,8097592,
31.5155,µm,Spot,Image 1,59,1008097535,8097593,
32.7414,µm,Spot,Image 1,60,1008097535,8097594,
33.2015,µm,Spot,Image 1,61,1008097535,8097595,
33.7161,µm,Spot,Image 1,62,1008097535,8097596,
33.4025,µm,Spot,Image 1,63,1008097535,8097597,
33.1226,µm,Spot,Image 1,64,1008097535,8097598,
33.1394,µm,Spot,Image 1,65,1008097535,8097599,
33.3575,µm,Spot,Image 1,66,1008097535,8097600,
33.9703,µm,Spot,Image 1,67,1008097535,8097601,
33.7594,µm,Spot,Image 1,68,1008097535,8097602,
33.6214,µm,Spot,Image 1,69,1008097535,8097603,
33.8388,µm,Spot,Image 1,70,1008097535,8097604,
34.2018,µm,Spot,Image 1,71,1008097535,8097605,
34.8654,µm,Spot,Image 1,72,1008097535,8097606,
35.4468,µm,Spot,Image 1,73,1008097535,8097607,
34.0609,µm,Spot,Image 1,74,1008097535,8097608,
33.4064,µm,Spot,Image 1,75,1008097535,8097609,
33.7265,µm,Spot,Image 1,76,1008097535,8097610,
34.6845,µm,Spot,Image 1,77,1008097535,8097611,
33.9051,µm,Spot,Image 1,78,1008097535,8097612,
33.7136,µm,Spot,Image 1,79,1008097535,8097613,
32.3839,µm,Spot,Image 1,80,1008097535,8097614,
32.9091,µm,Spot,Image 1,81,1008097535,8097615,
32.3784,µm,Spot,Image 1,82,1008097535,8097616,
31.3409,µm,Spot,Image 1,83,1008097535,8097617,
32.054,µm,Spot,Image 1,84,1008097535,8097618,
32.4608,µm,Spot,Image 1,85,1008097535,8097619,
32.5968,µm,Spot,Image 1,86,1008097535,8097620,
32.8002,µm,Spot,Image 1,87,1008097535,8097621,
31.8555,µm,Spot,Image 1,88,1008097535,8097622,
31.4479,µm,Spot,Image 1,89,1008097535,8097623,
32.8887,µm,Spot,Image 1,90,1008097535,8097624,
