
Time
 ==================== 
Time,Unit,Category,Time,TrackID,ID,
0,s,Spot,1,1008097535,8097535,
1,s,Spot,2,1008097535,8097536,
2,s,Spot,3,1008097535,8097537,
3,s,Spot,4,1008097535,8097538,
4,s,Spot,5,1008097535,8097539,
5,s,Spot,6,1008097535,8097540,
6,s,Spot,7,1008097535,8097541,
7,s,Spot,8,1008097535,8097542,
8,s,Spot,9,1008097535,8097543,
9,s,Spot,10,1008097535,8097544,
10,s,Spot,11,1008097535,8097545,
11,s,Spot,12,1008097535,8097546,
12,s,Spot,13,1008097535,8097547,
13,s,Spot,14,1008097535,8097548,
14,s,Spot,15,1008097535,8097549,
15,s,Spot,16,1008097535,8097550,
16,s,Spot,17,1008097535,8097551,
17,s,Spot,18,1008097535,8097552,
18,s,Spot,19,1008097535,8097553,
19,s,Spot,20,1008097535,8097554,
20,s,Spot,21,1008097535,8097555,
21,s,Spot,22,1008097535,8097556,
22,s,Spot,23,1008097535,8097557,
23,s,Spot,24,1008097535,8097558,
24,s,Spot,25,1008097535,8097559,
25,s,Spot,26,1008097535,8097560,
26,s,Spot,27,1008097535,8097561,
27,s,Spot,28,1008097535,8097562,
28,s,Spot,29,1008097535,8097563,
29,s,Spot,30,1008097535,8097564,
30,s,Spot,31,1008097535,8097565,
31,s,Spot,32,1008097535,8097566,
32,s,Spot,33,1008097535,8097567,
33,s,Spot,34,1008097535,8097568,
34,s,Spot,35,1008097535,8097569,
35,s,Spot,36,1008097535,8097570,
36,s,Spot,37,1008097535,8097571,
37,s,Spot,38,1008097535,8097572,
38,s,Spot,39,1008097535,8097573,
39,s,Spot,40,1008097535,8097574,
40,s,Spot,41,1008097535,8097575,
41,s,Spot,42,1008097535,8097576,
42,s,Spot,43,1008097535,8097577,
43,s,Spot,44,1008097535,8097578,
44,s,Spot,45,1008097535,8097579,
45,s,Spot,46,1008097535,8097580,
46,s,Spot,47,1008097535,8097581,
47,s,Spot,48,1008097535,8097582,
48,s,Spot,49,1008097535,8097583,
49,s,Spot,50,1008097535,8097584,
50,s,Spot,51,1008097535,8097585,
51,s,Spot,52,1008097535,8097586,
52,s,Spot,53,1008097535,8097587,
53,s,Spot,54,1008097535,8097588,
54,s,Spot,55,1008097535,8097589,
55,s,Spot,56,1008097535,8097590,
56,s,Spot,57,1008097535,8097591,
57,s,Spot,58,1008097535,8097592,
58,s,Spot,59,1008097535,8097593,
59,s,Spot,60,1008097535,8097594,
60,s,Spot,61,1008097535,8097595,
61,s,Spot,62,1008097535,8097596,
62,s,Spot,63,1008097535,8097597,
63,s,Spot,64,1008097535,8097598,
64,s,Spot,65,1008097535,8097599,
65,s,Spot,66,1008097535,8097600,
66,s,Spot,67,1008097535,8097601,
67,s,Spot,68,1008097535,8097602,
68,s,Spot,69,1008097535,8097603,
69,s,Spot,70,1008097535,8097604,
70,s,Spot,71,1008097535,8097605,
71,s,Spot,72,1008097535,8097606,
72,s,Spot,73,1008097535,8097607,
73,s,Spot,74,1008097535,8097608,
74,s,Spot,75,1008097535,8097609,
75,s,Spot,76,1008097535,8097610,
76,s,Spot,77,1008097535,8097611,
77,s,Spot,78,1008097535,8097612,
78,s,Spot,79,1008097535,8097613,
79,s,Spot,80,1008097535,8097614,
80,s,Spot,81,1008097535,8097615,
81,s,Spot,82,1008097535,8097616,
82,s,Spot,83,1008097535,8097617,
83,s,Spot,84,1008097535,8097618,
84,s,Spot,85,1008097535,8097619,
85,s,Spot,86,1008097535,8097620,
86,s,Spot,87,1008097535,8097621,
87,s,Spot,88,1008097535,8097622,
88,s,Spot,89,1008097535,8097623,
89,s,Spot,90,1008097535,8097624,
90,s,Spot,91,1008097535,8097625,
91,s,Spot,92,1008097535,8097626,
92,s,Spot,93,1008097535,8097627,
93,s,Spot,94,1008097535,8097628,
94,s,Spot,95,1008097535,8097629,
95,s,Spot,96,1008097535,8097630,
96,s,Spot,97,1008097535,8097631,
97,s,Spot,98,1008097535,8097632,
98,s,Spot,99,1008097535,8097633,
99,s,Spot,100,1008097535,8097634,
100,s,Spot,101,1008097535,8097635,
101,s,Spot,102,1008097535,8097636,
102,s,Spot,103,1008097535,8097637,
103,s,Spot,104,1008097535,8097638,
104,s,Spot,105,1008097535,8097639,
105,s,Spot,106,1008097535,8097640,
106,s,Spot,107,1008097535,8097641,
107,s,Spot,108,1008097535,8097642,
108,s,Spot,109,1008097535,8097643,
109,s,Spot,110,1008097535,8097644,
110,s,Spot,111,1008097535,8097645,
111,s,Spot,112,1008097535,8097646,
112,s,Spot,113,1008097535,8097647,
113,s,Spot,114,1008097535,8097648,
114,s,Spot,115,1008097535,8097649,
115,s,Spot,116,1008097535,8097650,
116,s,Spot,117,1008097535,8097651,
117,s,Spot,118,1008097535,8097652,
118,s,Spot,119,1008097535,8097653,
119,s,Spot,120,1008097535,8097654,
120,s,Spot,121,1008097535,8097655,
121,s,Spot,122,1008097535,8097656,
122,s,Spot,123,1008097535,8097657,
123,s,Spot,124,1008097535,8097658,
124,s,Spot,125,1008097535,8097659,
125,s,Spot,126,1008097535,8097660,
126,s,Spot,127,1008097535,8097661,
127,s,Spot,128,1008097535,8097662,
128,s,Spot,129,1008097535,8097663,
129,s,Spot,130,1008097535,8097664,
130,s,Spot,131,1008097535,8097665,
131,s,Spot,132,1008097535,8097666,
132,s,Spot,133,1008097535,8097667,
133,s,Spot,134,1008097535,8097668,
134,s,Spot,135,1008097535,8097669,
135,s,Spot,136,1008097535,8097670,
136,s,Spot,137,1008097535,8097671,
137,s,Spot,138,1008097535,8097672,
138,s,Spot,139,1008097535,8097673,
139,s,Spot,140,1008097535,8097674,
140,s,Spot,141,1008097535,8097675,
141,s,Spot,142,1008097535,8097676,
142,s,Spot,143,1008097535,8097677,
143,s,Spot,144,1008097535,8097678,
144,s,Spot,145,1008097535,8097679,
145,s,Spot,146,1008097535,8097680,
146,s,Spot,147,1008097535,8097681,
147,s,Spot,148,1008097535,8097682,
148,s,Spot,149,1008097535,8097683,
149,s,Spot,150,1008097535,8097684,
150,s,Spot,151,1008097535,8097685,
151,s,Spot,152,1008097535,8097686,
152,s,Spot,153,1008097535,8097687,
153,s,Spot,154,1008097535,8097688,
154,s,Spot,155,1008097535,8097689,
155,s,Spot,156,1008097535,8097690,
156,s,Spot,157,1008097535,8097691,
157,s,Spot,158,1008097535,8097692,
158,s,Spot,159,1008097535,8097693,
159,s,Spot,160,1008097535,8097694,
160,s,Spot,161,1008097535,8097695,
161,s,Spot,162,1008097535,8097696,
162,s,Spot,163,1008097535,8097697,
163,s,Spot,164,1008097535,8097698,
164,s,Spot,165,1008097535,8097699,
165,s,Spot,166,1008097535,8097700,
166,s,Spot,167,1008097535,8097701,
167,s,Spot,168,1008097535,8097702,
168,s,Spot,169,1008097535,8097703,
169,s,Spot,170,1008097535,8097704,
170,s,Spot,171,1008097535,8097705,
171,s,Spot,172,1008097535,8097706,
172,s,Spot,173,1008097535,8097707,
173,s,Spot,174,1008097535,8097708,
174,s,Spot,175,1008097535,8097709,
175,s,Spot,176,1008097535,8097710,
176,s,Spot,177,1008097535,8097711,
177,s,Spot,178,1008097535,8097712,
178,s,Spot,179,1008097535,8097713,
179,s,Spot,180,1008097535,8097714,
180,s,Spot,181,1008097535,8097715,
181,s,Spot,182,1008097535,8097716,
182,s,Spot,183,1008097535,8097717,
183,s,Spot,184,1008097535,8097718,
184,s,Spot,185,1008097535,8097719,
185,s,Spot,186,1008097535,8097720,
186,s,Spot,187,1008097535,8097721,
187,s,Spot,188,1008097535,8097722,
188,s,Spot,189,1008097535,8097723,
