
Displacement Length
 ==================== 
Displacement Length,Unit,Category,Time,TrackID,ID,
0,,Spot,1,1008097535,8097535,
1.54741,,Spot,2,1008097535,8097536,
3.85766,,Spot,3,1008097535,8097537,
3.9919,,Spot,4,1008097535,8097538,
3.69167,,Spot,5,1008097535,8097539,
3.55505,,Spot,6,1008097535,8097540,
3.23651,,Spot,7,1008097535,8097541,
3.21266,,Spot,8,1008097535,8097542,
3.83988,,Spot,9,1008097535,8097543,
4.94634,,Spot,10,1008097535,8097544,
4.53735,,Spot,11,1008097535,8097545,
1.9586,,Spot,12,1008097535,8097546,
1.50363,,Spot,13,1008097535,8097547,
2.77286,,Spot,14,1008097535,8097548,
2.41333,,Spot,15,1008097535,8097549,
2.25283,,Spot,16,1008097535,8097550,
3.22973,,Spot,17,1008097535,8097551,
3.84556,,Spot,18,1008097535,8097552,
2.65623,,Spot,19,1008097535,8097553,
3.50398,,Spot,20,1008097535,8097554,
5.78668,,Spot,21,1008097535,8097555,
8.49574,,Spot,22,1008097535,8097556,
8.40051,,Spot,23,1008097535,8097557,
8.7318,,Spot,24,1008097535,8097558,
9.18435,,Spot,25,1008097535,8097559,
9.9031,,Spot,26,1008097535,8097560,
8.77752,,Spot,27,1008097535,8097561,
10.0542,,Spot,28,1008097535,8097562,
10.8675,,Spot,29,1008097535,8097563,
11.6271,,Spot,30,1008097535,8097564,
11.5097,,Spot,31,1008097535,8097565,
10.9847,,Spot,32,1008097535,8097566,
11.9436,,Spot,33,1008097535,8097567,
13.7501,,Spot,34,1008097535,8097568,
13.589,,Spot,35,1008097535,8097569,
12.8208,,Spot,36,1008097535,8097570,
12.3542,,Spot,37,1008097535,8097571,
10.8682,,Spot,38,1008097535,8097572,
10.5546,,Spot,39,1008097535,8097573,
10.6274,,Spot,40,1008097535,8097574,
9.35243,,Spot,41,1008097535,8097575,
10.7935,,Spot,42,1008097535,8097576,
10.5689,,Spot,43,1008097535,8097577,
11.155,,Spot,44,1008097535,8097578,
10.1724,,Spot,45,1008097535,8097579,
10.7378,,Spot,46,1008097535,8097580,
12.3148,,Spot,47,1008097535,8097581,
11.7419,,Spot,48,1008097535,8097582,
11.5011,,Spot,49,1008097535,8097583,
10.5356,,Spot,50,1008097535,8097584,
13.1187,,Spot,51,1008097535,8097585,
13.2612,,Spot,52,1008097535,8097586,
12.8225,,Spot,53,1008097535,8097587,
13.7771,,Spot,54,1008097535,8097588,
11.6644,,Spot,55,1008097535,8097589,
10.4952,,Spot,56,1008097535,8097590,
11.6668,,Spot,57,1008097535,8097591,
10.8949,,Spot,58,1008097535,8097592,
10.185,,Spot,59,1008097535,8097593,
11.5859,,Spot,60,1008097535,8097594,
12.1505,,Spot,61,1008097535,8097595,
13.2323,,Spot,62,1008097535,8097596,
12.7162,,Spot,63,1008097535,8097597,
12.4555,,Spot,64,1008097535,8097598,
12.7347,,Spot,65,1008097535,8097599,
13.4149,,Spot,66,1008097535,8097600,
13.2885,,Spot,67,1008097535,8097601,
13.1492,,Spot,68,1008097535,8097602,
13.3745,,Spot,69,1008097535,8097603,
13.415,,Spot,70,1008097535,8097604,
13.3975,,Spot,71,1008097535,8097605,
14.726,,Spot,72,1008097535,8097606,
14.7853,,Spot,73,1008097535,8097607,
13.6775,,Spot,74,1008097535,8097608,
12.4678,,Spot,75,1008097535,8097609,
12.681,,Spot,76,1008097535,8097610,
13.7181,,Spot,77,1008097535,8097611,
13.0445,,Spot,78,1008097535,8097612,
12.6279,,Spot,79,1008097535,8097613,
11.1894,,Spot,80,1008097535,8097614,
11.8248,,Spot,81,1008097535,8097615,
11.3748,,Spot,82,1008097535,8097616,
10.1499,,Spot,83,1008097535,8097617,
10.9901,,Spot,84,1008097535,8097618,
11.5302,,Spot,85,1008097535,8097619,
11.5218,,Spot,86,1008097535,8097620,
11.969,,Spot,87,1008097535,8097621,
11.0116,,Spot,88,1008097535,8097622,
10.783,,Spot,89,1008097535,8097623,
12.4065,,Spot,90,1008097535,8097624,
14.1177,,Spot,91,1008097535,8097625,
14.2105,,Spot,92,1008097535,8097626,
11.7477,,Spot,93,1008097535,8097627,
12.7289,,Spot,94,1008097535,8097628,
14.4171,,Spot,95,1008097535,8097629,
14.349,,Spot,96,1008097535,8097630,
16.7052,,Spot,97,1008097535,8097631,
15.9076,,Spot,98,1008097535,8097632,
15.4827,,Spot,99,1008097535,8097633,
15.8665,,Spot,100,1008097535,8097634,
13.7679,,Spot,101,1008097535,8097635,
14.5628,,Spot,102,1008097535,8097636,
14.3878,,Spot,103,1008097535,8097637,
13.4766,,Spot,104,1008097535,8097638,
13.6143,,Spot,105,1008097535,8097639,
12.1724,,Spot,106,1008097535,8097640,
11.2708,,Spot,107,1008097535,8097641,
10.7936,,Spot,108,1008097535,8097642,
9.01106,,Spot,109,1008097535,8097643,
11.1745,,Spot,110,1008097535,8097644,
13.4039,,Spot,111,1008097535,8097645,
12.5716,,Spot,112,1008097535,8097646,
14.0148,,Spot,113,1008097535,8097647,
13.7546,,Spot,114,1008097535,8097648,
14.8841,,Spot,115,1008097535,8097649,
15.4892,,Spot,116,1008097535,8097650,
16.7946,,Spot,117,1008097535,8097651,
18.9295,,Spot,118,1008097535,8097652,
22.3825,,Spot,119,1008097535,8097653,
23.5587,,Spot,120,1008097535,8097654,
24.4307,,Spot,121,1008097535,8097655,
23.1995,,Spot,122,1008097535,8097656,
23.0355,,Spot,123,1008097535,8097657,
23.2406,,Spot,124,1008097535,8097658,
23.6981,,Spot,125,1008097535,8097659,
24.2401,,Spot,126,1008097535,8097660,
24.0404,,Spot,127,1008097535,8097661,
23.9585,,Spot,128,1008097535,8097662,
23.7126,,Spot,129,1008097535,8097663,
24.4223,,Spot,130,1008097535,8097664,
24.0664,,Spot,131,1008097535,8097665,
25.08,,Spot,132,1008097535,8097666,
23.998,,Spot,133,1008097535,8097667,
22.9906,,Spot,134,1008097535,8097668,
22.8026,,Spot,135,1008097535,8097669,
23.1079,,Spot,136,1008097535,8097670,
23.2407,,Spot,137,1008097535,8097671,
22.8316,,Spot,138,1008097535,8097672,
22.7767,,Spot,139,1008097535,8097673,
22.3152,,Spot,140,1008097535,8097674,
22.1303,,Spot,141,1008097535,8097675,
22.2825,,Spot,142,1008097535,8097676,
22.5289,,Spot,143,1008097535,8097677,
22.1386,,Spot,144,1008097535,8097678,
22.081,,Spot,145,1008097535,8097679,
21.2989,,Spot,146,1008097535,8097680,
21.047,,Spot,147,1008097535,8097681,
20.9123,,Spot,148,1008097535,8097682,
20.3522,,Spot,149,1008097535,8097683,
20.6806,,Spot,150,1008097535,8097684,
20.1085,,Spot,151,1008097535,8097685,
19.7704,,Spot,152,1008097535,8097686,
19.4886,,Spot,153,1008097535,8097687,
19.0803,,Spot,154,1008097535,8097688,
18.3063,,Spot,155,1008097535,8097689,
18.0177,,Spot,156,1008097535,8097690,
17.4334,,Spot,157,1008097535,8097691,
16.7438,,Spot,158,1008097535,8097692,
17.2663,,Spot,159,1008097535,8097693,
18.5648,,Spot,160,1008097535,8097694,
17.9749,,Spot,161,1008097535,8097695,
18.3444,,Spot,162,1008097535,8097696,
18.8445,,Spot,163,1008097535,8097697,
18.2136,,Spot,164,1008097535,8097698,
17.3828,,Spot,165,1008097535,8097699,
16.726,,Spot,166,1008097535,8097700,
16.5987,,Spot,167,1008097535,8097701,
17.4588,,Spot,168,1008097535,8097702,
17.1676,,Spot,169,1008097535,8097703,
16.9091,,Spot,170,1008097535,8097704,
16.1387,,Spot,171,1008097535,8097705,
15.4618,,Spot,172,1008097535,8097706,
