
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
125304,,Spot,1,Image 1,1,1008097535,8097535,
165986,,Spot,1,Image 1,2,1008097535,8097536,
227388,,Spot,1,Image 1,3,1008097535,8097537,
199396,,Spot,1,Image 1,4,1008097535,8097538,
161512,,Spot,1,Image 1,5,1008097535,8097539,
181282,,Spot,1,Image 1,6,1008097535,8097540,
190102,,Spot,1,Image 1,7,1008097535,8097541,
145270,,Spot,1,Image 1,8,1008097535,8097542,
169220,,Spot,1,Image 1,9,1008097535,8097543,
155732,,Spot,1,Image 1,10,1008097535,8097544,
124642,,Spot,1,Image 1,11,1008097535,8097545,
87878,,Spot,1,Image 1,12,1008097535,8097546,
93520,,Spot,1,Image 1,13,1008097535,8097547,
95518,,Spot,1,Image 1,14,1008097535,8097548,
94042,,Spot,1,Image 1,15,1008097535,8097549,
86570,,Spot,1,Image 1,16,1008097535,8097550,
104852,,Spot,1,Image 1,17,1008097535,8097551,
100978,,Spot,1,Image 1,18,1008097535,8097552,
77716,,Spot,1,Image 1,19,1008097535,8097553,
79198,,Spot,1,Image 1,20,1008097535,8097554,
112314,,Spot,1,Image 1,21,1008097535,8097555,
123752,,Spot,1,Image 1,22,1008097535,8097556,
103456,,Spot,1,Image 1,23,1008097535,8097557,
87050,,Spot,1,Image 1,24,1008097535,8097558,
110320,,Spot,1,Image 1,25,1008097535,8097559,
112790,,Spot,1,Image 1,26,1008097535,8097560,
100220,,Spot,1,Image 1,27,1008097535,8097561,
104760,,Spot,1,Image 1,28,1008097535,8097562,
115210,,Spot,1,Image 1,29,1008097535,8097563,
112498,,Spot,1,Image 1,30,1008097535,8097564,
108620,,Spot,1,Image 1,31,1008097535,8097565,
100592,,Spot,1,Image 1,32,1008097535,8097566,
112408,,Spot,1,Image 1,33,1008097535,8097567,
148330,,Spot,1,Image 1,34,1008097535,8097568,
117458,,Spot,1,Image 1,35,1008097535,8097569,
131930,,Spot,1,Image 1,36,1008097535,8097570,
108482,,Spot,1,Image 1,37,1008097535,8097571,
130076,,Spot,1,Image 1,38,1008097535,8097572,
145308,,Spot,1,Image 1,39,1008097535,8097573,
147088,,Spot,1,Image 1,40,1008097535,8097574,
123792,,Spot,1,Image 1,41,1008097535,8097575,
128870,,Spot,1,Image 1,42,1008097535,8097576,
138892,,Spot,1,Image 1,43,1008097535,8097577,
128784,,Spot,1,Image 1,44,1008097535,8097578,
125126,,Spot,1,Image 1,45,1008097535,8097579,
130734,,Spot,1,Image 1,46,1008097535,8097580,
115432,,Spot,1,Image 1,47,1008097535,8097581,
131122,,Spot,1,Image 1,48,1008097535,8097582,
108148,,Spot,1,Image 1,49,1008097535,8097583,
117056,,Spot,1,Image 1,50,1008097535,8097584,
137806,,Spot,1,Image 1,51,1008097535,8097585,
138706,,Spot,1,Image 1,52,1008097535,8097586,
116316,,Spot,1,Image 1,53,1008097535,8097587,
123040,,Spot,1,Image 1,54,1008097535,8097588,
134848,,Spot,1,Image 1,55,1008097535,8097589,
141536,,Spot,1,Image 1,56,1008097535,8097590,
131708,,Spot,1,Image 1,57,1008097535,8097591,
127120,,Spot,1,Image 1,58,1008097535,8097592,
116002,,Spot,1,Image 1,59,1008097535,8097593,
119742,,Spot,1,Image 1,60,1008097535,8097594,
121948,,Spot,1,Image 1,61,1008097535,8097595,
146308,,Spot,1,Image 1,62,1008097535,8097596,
138772,,Spot,1,Image 1,63,1008097535,8097597,
128804,,Spot,1,Image 1,64,1008097535,8097598,
127996,,Spot,1,Image 1,65,1008097535,8097599,
127536,,Spot,1,Image 1,66,1008097535,8097600,
140382,,Spot,1,Image 1,67,1008097535,8097601,
141978,,Spot,1,Image 1,68,1008097535,8097602,
141640,,Spot,1,Image 1,69,1008097535,8097603,
129006,,Spot,1,Image 1,70,1008097535,8097604,
123110,,Spot,1,Image 1,71,1008097535,8097605,
140046,,Spot,1,Image 1,72,1008097535,8097606,
131748,,Spot,1,Image 1,73,1008097535,8097607,
124846,,Spot,1,Image 1,74,1008097535,8097608,
112862,,Spot,1,Image 1,75,1008097535,8097609,
145104,,Spot,1,Image 1,76,1008097535,8097610,
125270,,Spot,1,Image 1,77,1008097535,8097611,
128090,,Spot,1,Image 1,78,1008097535,8097612,
117556,,Spot,1,Image 1,79,1008097535,8097613,
141000,,Spot,1,Image 1,80,1008097535,8097614,
145036,,Spot,1,Image 1,81,1008097535,8097615,
144288,,Spot,1,Image 1,82,1008097535,8097616,
99836,,Spot,1,Image 1,83,1008097535,8097617,
132894,,Spot,1,Image 1,84,1008097535,8097618,
134740,,Spot,1,Image 1,85,1008097535,8097619,
141772,,Spot,1,Image 1,86,1008097535,8097620,
147604,,Spot,1,Image 1,87,1008097535,8097621,
140256,,Spot,1,Image 1,88,1008097535,8097622,
129378,,Spot,1,Image 1,89,1008097535,8097623,
128146,,Spot,1,Image 1,90,1008097535,8097624,
127460,,Spot,1,Image 1,91,1008097535,8097625,
131132,,Spot,1,Image 1,92,1008097535,8097626,
132512,,Spot,1,Image 1,93,1008097535,8097627,
135494,,Spot,1,Image 1,94,1008097535,8097628,
135284,,Spot,1,Image 1,95,1008097535,8097629,
140592,,Spot,1,Image 1,96,1008097535,8097630,
130612,,Spot,1,Image 1,97,1008097535,8097631,
131490,,Spot,1,Image 1,98,1008097535,8097632,
127574,,Spot,1,Image 1,99,1008097535,8097633,
127556,,Spot,1,Image 1,100,1008097535,8097634,
133608,,Spot,1,Image 1,101,1008097535,8097635,
119500,,Spot,1,Image 1,102,1008097535,8097636,
124928,,Spot,1,Image 1,103,1008097535,8097637,
126626,,Spot,1,Image 1,104,1008097535,8097638,
126010,,Spot,1,Image 1,105,1008097535,8097639,
128186,,Spot,1,Image 1,106,1008097535,8097640,
131880,,Spot,1,Image 1,107,1008097535,8097641,
138082,,Spot,1,Image 1,108,1008097535,8097642,
111024,,Spot,1,Image 1,109,1008097535,8097643,
138432,,Spot,1,Image 1,110,1008097535,8097644,
124146,,Spot,1,Image 1,111,1008097535,8097645,
123376,,Spot,1,Image 1,112,1008097535,8097646,
120236,,Spot,1,Image 1,113,1008097535,8097647,
115818,,Spot,1,Image 1,114,1008097535,8097648,
121944,,Spot,1,Image 1,115,1008097535,8097649,
113928,,Spot,1,Image 1,116,1008097535,8097650,
108664,,Spot,1,Image 1,117,1008097535,8097651,
115064,,Spot,1,Image 1,118,1008097535,8097652,
125532,,Spot,1,Image 1,119,1008097535,8097653,
110370,,Spot,1,Image 1,120,1008097535,8097654,
114982,,Spot,1,Image 1,121,1008097535,8097655,
100944,,Spot,1,Image 1,122,1008097535,8097656,
102446,,Spot,1,Image 1,123,1008097535,8097657,
99290,,Spot,1,Image 1,124,1008097535,8097658,
93538,,Spot,1,Image 1,125,1008097535,8097659,
94544,,Spot,1,Image 1,126,1008097535,8097660,
88546,,Spot,1,Image 1,127,1008097535,8097661,
92770,,Spot,1,Image 1,128,1008097535,8097662,
94508,,Spot,1,Image 1,129,1008097535,8097663,
97384,,Spot,1,Image 1,130,1008097535,8097664,
110664,,Spot,1,Image 1,131,1008097535,8097665,
116812,,Spot,1,Image 1,132,1008097535,8097666,
85190,,Spot,1,Image 1,133,1008097535,8097667,
94184,,Spot,1,Image 1,134,1008097535,8097668,
131084,,Spot,1,Image 1,135,1008097535,8097669,
145594,,Spot,1,Image 1,136,1008097535,8097670,
119558,,Spot,1,Image 1,137,1008097535,8097671,
97430,,Spot,1,Image 1,138,1008097535,8097672,
