
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
200,,Spot,2,Image 1,1,1008097535,8097535,
206,,Spot,2,Image 1,2,1008097535,8097536,
210,,Spot,2,Image 1,3,1008097535,8097537,
200,,Spot,2,Image 1,4,1008097535,8097538,
198,,Spot,2,Image 1,5,1008097535,8097539,
200,,Spot,2,Image 1,6,1008097535,8097540,
198,,Spot,2,Image 1,7,1008097535,8097541,
198,,Spot,2,Image 1,8,1008097535,8097542,
202,,Spot,2,Image 1,9,1008097535,8097543,
194,,Spot,2,Image 1,10,1008097535,8097544,
196,,Spot,2,Image 1,11,1008097535,8097545,
196,,Spot,2,Image 1,12,1008097535,8097546,
200,,Spot,2,Image 1,13,1008097535,8097547,
202,,Spot,2,Image 1,14,1008097535,8097548,
200,,Spot,2,Image 1,15,1008097535,8097549,
200,,Spot,2,Image 1,16,1008097535,8097550,
202,,Spot,2,Image 1,17,1008097535,8097551,
196,,Spot,2,Image 1,18,1008097535,8097552,
204,,Spot,2,Image 1,19,1008097535,8097553,
206,,Spot,2,Image 1,20,1008097535,8097554,
198,,Spot,2,Image 1,21,1008097535,8097555,
200,,Spot,2,Image 1,22,1008097535,8097556,
204,,Spot,2,Image 1,23,1008097535,8097557,
202,,Spot,2,Image 1,24,1008097535,8097558,
200,,Spot,2,Image 1,25,1008097535,8097559,
208,,Spot,2,Image 1,26,1008097535,8097560,
202,,Spot,2,Image 1,27,1008097535,8097561,
206,,Spot,2,Image 1,28,1008097535,8097562,
208,,Spot,2,Image 1,29,1008097535,8097563,
206,,Spot,2,Image 1,30,1008097535,8097564,
202,,Spot,2,Image 1,31,1008097535,8097565,
198,,Spot,2,Image 1,32,1008097535,8097566,
196,,Spot,2,Image 1,33,1008097535,8097567,
222,,Spot,2,Image 1,34,1008097535,8097568,
212,,Spot,2,Image 1,35,1008097535,8097569,
220,,Spot,2,Image 1,36,1008097535,8097570,
208,,Spot,2,Image 1,37,1008097535,8097571,
206,,Spot,2,Image 1,38,1008097535,8097572,
218,,Spot,2,Image 1,39,1008097535,8097573,
204,,Spot,2,Image 1,40,1008097535,8097574,
192,,Spot,2,Image 1,41,1008097535,8097575,
208,,Spot,2,Image 1,42,1008097535,8097576,
194,,Spot,2,Image 1,43,1008097535,8097577,
206,,Spot,2,Image 1,44,1008097535,8097578,
194,,Spot,2,Image 1,45,1008097535,8097579,
198,,Spot,2,Image 1,46,1008097535,8097580,
208,,Spot,2,Image 1,47,1008097535,8097581,
214,,Spot,2,Image 1,48,1008097535,8097582,
196,,Spot,2,Image 1,49,1008097535,8097583,
204,,Spot,2,Image 1,50,1008097535,8097584,
204,,Spot,2,Image 1,51,1008097535,8097585,
202,,Spot,2,Image 1,52,1008097535,8097586,
206,,Spot,2,Image 1,53,1008097535,8097587,
212,,Spot,2,Image 1,54,1008097535,8097588,
208,,Spot,2,Image 1,55,1008097535,8097589,
204,,Spot,2,Image 1,56,1008097535,8097590,
202,,Spot,2,Image 1,57,1008097535,8097591,
200,,Spot,2,Image 1,58,1008097535,8097592,
202,,Spot,2,Image 1,59,1008097535,8097593,
