
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
274.032,,Spot,2,Image 1,1,1000003611,3611,
279.952,,Spot,2,Image 1,2,1000003611,3612,
279.912,,Spot,2,Image 1,3,1000003611,3613,
275.888,,Spot,2,Image 1,4,1000003611,3614,
277.92,,Spot,2,Image 1,5,1000003611,3615,
274.016,,Spot,2,Image 1,6,1000003611,3616,
272.096,,Spot,2,Image 1,7,1000003611,3617,
274.104,,Spot,2,Image 1,8,1000003611,3618,
276,,Spot,2,Image 1,9,1000003611,3619,
279.968,,Spot,2,Image 1,10,1000003611,3620,
275.92,,Spot,2,Image 1,11,1000003611,3621,
280.08,,Spot,2,Image 1,12,1000003611,3622,
282.048,,Spot,2,Image 1,13,1000003611,3623,
280.16,,Spot,2,Image 1,14,1000003611,3624,
284.064,,Spot,2,Image 1,15,1000003611,3625,
285.856,,Spot,2,Image 1,16,1000003611,3626,
283.92,,Spot,2,Image 1,17,1000003611,3627,
284.048,,Spot,2,Image 1,18,1000003611,3628,
282.016,,Spot,2,Image 1,19,1000003611,3629,
281.92,,Spot,2,Image 1,20,1000003611,3630,
282.032,,Spot,2,Image 1,21,1000003611,3631,
277.92,,Spot,2,Image 1,22,1000003611,3632,
278.16,,Spot,2,Image 1,23,1000003611,3633,
276.08,,Spot,2,Image 1,24,1000003611,3634,
279.92,,Spot,2,Image 1,25,1000003611,3635,
281.952,,Spot,2,Image 1,26,1000003611,3636,
275.92,,Spot,2,Image 1,27,1000003611,3637,
279.936,,Spot,2,Image 1,28,1000003611,3638,
277.912,,Spot,2,Image 1,29,1000003611,3639,
279.936,,Spot,2,Image 1,30,1000003611,3640,
279.968,,Spot,2,Image 1,31,1000003611,3641,
284.176,,Spot,2,Image 1,32,1000003611,3642,
285.952,,Spot,2,Image 1,33,1000003611,3643,
286.08,,Spot,2,Image 1,34,1000003611,3644,
280.192,,Spot,2,Image 1,35,1000003611,3645,
281.936,,Spot,2,Image 1,36,1000003611,3646,
277.968,,Spot,2,Image 1,37,1000003611,3647,
281.984,,Spot,2,Image 1,38,1000003611,3648,
282.08,,Spot,2,Image 1,39,1000003611,3649,
282.08,,Spot,2,Image 1,40,1000003611,3650,
278.16,,Spot,2,Image 1,41,1000003611,3651,
277.992,,Spot,2,Image 1,42,1000003611,3652,
276.048,,Spot,2,Image 1,43,1000003611,3653,
279.856,,Spot,2,Image 1,44,1000003611,3654,
276.08,,Spot,2,Image 1,45,1000003611,3655,
282,,Spot,2,Image 1,46,1000003611,3656,
281.872,,Spot,2,Image 1,47,1000003611,3657,
278.08,,Spot,2,Image 1,48,1000003611,3658,
278.08,,Spot,2,Image 1,49,1000003611,3659,
277.872,,Spot,2,Image 1,50,1000003611,3660,
275.952,,Spot,2,Image 1,51,1000003611,3661,
279.92,,Spot,2,Image 1,52,1000003611,3662,
285.936,,Spot,2,Image 1,53,1000003611,3663,
279.888,,Spot,2,Image 1,54,1000003611,3664,
282.008,,Spot,2,Image 1,55,1000003611,3665,
284,,Spot,2,Image 1,56,1000003611,3666,
288.128,,Spot,2,Image 1,57,1000003611,3667,
