
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
322,,Spot,2,Image 1,1,1000003611,3611,
346,,Spot,2,Image 1,2,1000003611,3612,
320,,Spot,2,Image 1,3,1000003611,3613,
290,,Spot,2,Image 1,4,1000003611,3614,
298,,Spot,2,Image 1,5,1000003611,3615,
284,,Spot,2,Image 1,6,1000003611,3616,
312,,Spot,2,Image 1,7,1000003611,3617,
276,,Spot,2,Image 1,8,1000003611,3618,
274,,Spot,2,Image 1,9,1000003611,3619,
332,,Spot,2,Image 1,10,1000003611,3620,
310,,Spot,2,Image 1,11,1000003611,3621,
330,,Spot,2,Image 1,12,1000003611,3622,
304,,Spot,2,Image 1,13,1000003611,3623,
388,,Spot,2,Image 1,14,1000003611,3624,
380,,Spot,2,Image 1,15,1000003611,3625,
358,,Spot,2,Image 1,16,1000003611,3626,
338,,Spot,2,Image 1,17,1000003611,3627,
308,,Spot,2,Image 1,18,1000003611,3628,
302,,Spot,2,Image 1,19,1000003611,3629,
318,,Spot,2,Image 1,20,1000003611,3630,
302,,Spot,2,Image 1,21,1000003611,3631,
254,,Spot,2,Image 1,22,1000003611,3632,
284,,Spot,2,Image 1,23,1000003611,3633,
284,,Spot,2,Image 1,24,1000003611,3634,
268,,Spot,2,Image 1,25,1000003611,3635,
282,,Spot,2,Image 1,26,1000003611,3636,
302,,Spot,2,Image 1,27,1000003611,3637,
260,,Spot,2,Image 1,28,1000003611,3638,
284,,Spot,2,Image 1,29,1000003611,3639,
318,,Spot,2,Image 1,30,1000003611,3640,
276,,Spot,2,Image 1,31,1000003611,3641,
292,,Spot,2,Image 1,32,1000003611,3642,
286,,Spot,2,Image 1,33,1000003611,3643,
292,,Spot,2,Image 1,34,1000003611,3644,
324,,Spot,2,Image 1,35,1000003611,3645,
296,,Spot,2,Image 1,36,1000003611,3646,
314,,Spot,2,Image 1,37,1000003611,3647,
314,,Spot,2,Image 1,38,1000003611,3648,
312,,Spot,2,Image 1,39,1000003611,3649,
330,,Spot,2,Image 1,40,1000003611,3650,
344,,Spot,2,Image 1,41,1000003611,3651,
310,,Spot,2,Image 1,42,1000003611,3652,
336,,Spot,2,Image 1,43,1000003611,3653,
332,,Spot,2,Image 1,44,1000003611,3654,
326,,Spot,2,Image 1,45,1000003611,3655,
326,,Spot,2,Image 1,46,1000003611,3656,
390,,Spot,2,Image 1,47,1000003611,3657,
326,,Spot,2,Image 1,48,1000003611,3658,
338,,Spot,2,Image 1,49,1000003611,3659,
320,,Spot,2,Image 1,50,1000003611,3660,
320,,Spot,2,Image 1,51,1000003611,3661,
326,,Spot,2,Image 1,52,1000003611,3662,
336,,Spot,2,Image 1,53,1000003611,3663,
320,,Spot,2,Image 1,54,1000003611,3664,
338,,Spot,2,Image 1,55,1000003611,3665,
298,,Spot,2,Image 1,56,1000003611,3666,
304,,Spot,2,Image 1,57,1000003611,3667,
280,,Spot,2,Image 1,58,1000003611,3668,
298,,Spot,2,Image 1,59,1000003611,3669,
282,,Spot,2,Image 1,60,1000003611,3670,
272,,Spot,2,Image 1,61,1000003611,3671,
328,,Spot,2,Image 1,62,1000003611,3672,
330,,Spot,2,Image 1,63,1000003611,3673,
284,,Spot,2,Image 1,64,1000003611,3674,
318,,Spot,2,Image 1,65,1000003611,3675,
344,,Spot,2,Image 1,66,1000003611,3676,
246,,Spot,2,Image 1,67,1000003611,3677,
320,,Spot,2,Image 1,68,1000003611,3678,
324,,Spot,2,Image 1,69,1000003611,3679,
292,,Spot,2,Image 1,70,1000003611,3680,
344,,Spot,2,Image 1,71,1000003611,3681,
318,,Spot,2,Image 1,72,1000003611,3682,
282,,Spot,2,Image 1,73,1000003611,3683,
318,,Spot,2,Image 1,74,1000003611,3684,
340,,Spot,2,Image 1,75,1000003611,3685,
318,,Spot,2,Image 1,76,1000003611,3686,
302,,Spot,2,Image 1,77,1000003611,3687,
340,,Spot,2,Image 1,78,1000003611,3688,
316,,Spot,2,Image 1,79,1000003611,3689,
294,,Spot,2,Image 1,80,1000003611,3690,
358,,Spot,2,Image 1,81,1000003611,3691,
318,,Spot,2,Image 1,82,1000003611,3692,
312,,Spot,2,Image 1,83,1000003611,3693,
376,,Spot,2,Image 1,84,1000003611,3694,
332,,Spot,2,Image 1,85,1000003611,3695,
380,,Spot,2,Image 1,86,1000003611,3696,
334,,Spot,2,Image 1,87,1000003611,3697,
