
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
231.253,,Spot,3,Image 1,1,1000003611,3611,
234.664,,Spot,3,Image 1,2,1000003611,3612,
230.616,,Spot,3,Image 1,3,1000003611,3613,
230.382,,Spot,3,Image 1,4,1000003611,3614,
229.465,,Spot,3,Image 1,5,1000003611,3615,
232.367,,Spot,3,Image 1,6,1000003611,3616,
228.352,,Spot,3,Image 1,7,1000003611,3617,
228.345,,Spot,3,Image 1,8,1000003611,3618,
231.943,,Spot,3,Image 1,9,1000003611,3619,
232.144,,Spot,3,Image 1,10,1000003611,3620,
228.44,,Spot,3,Image 1,11,1000003611,3621,
231.484,,Spot,3,Image 1,12,1000003611,3622,
234.064,,Spot,3,Image 1,13,1000003611,3623,
231.821,,Spot,3,Image 1,14,1000003611,3624,
228.6,,Spot,3,Image 1,15,1000003611,3625,
234.335,,Spot,3,Image 1,16,1000003611,3626,
234.224,,Spot,3,Image 1,17,1000003611,3627,
230.663,,Spot,3,Image 1,18,1000003611,3628,
230.254,,Spot,3,Image 1,19,1000003611,3629,
229.841,,Spot,3,Image 1,20,1000003611,3630,
229.522,,Spot,3,Image 1,21,1000003611,3631,
229.8,,Spot,3,Image 1,22,1000003611,3632,
232.734,,Spot,3,Image 1,23,1000003611,3633,
229.071,,Spot,3,Image 1,24,1000003611,3634,
229.764,,Spot,3,Image 1,25,1000003611,3635,
229.516,,Spot,3,Image 1,26,1000003611,3636,
229.054,,Spot,3,Image 1,27,1000003611,3637,
229.842,,Spot,3,Image 1,28,1000003611,3638,
229.356,,Spot,3,Image 1,29,1000003611,3639,
229.353,,Spot,3,Image 1,30,1000003611,3640,
230.904,,Spot,3,Image 1,31,1000003611,3641,
231.5,,Spot,3,Image 1,32,1000003611,3642,
231.271,,Spot,3,Image 1,33,1000003611,3643,
227.557,,Spot,3,Image 1,34,1000003611,3644,
227.618,,Spot,3,Image 1,35,1000003611,3645,
228.568,,Spot,3,Image 1,36,1000003611,3646,
227.908,,Spot,3,Image 1,37,1000003611,3647,
228.122,,Spot,3,Image 1,38,1000003611,3648,
226.53,,Spot,3,Image 1,39,1000003611,3649,
224.04,,Spot,3,Image 1,40,1000003611,3650,
223.605,,Spot,3,Image 1,41,1000003611,3651,
224.379,,Spot,3,Image 1,42,1000003611,3652,
222.987,,Spot,3,Image 1,43,1000003611,3653,
226.521,,Spot,3,Image 1,44,1000003611,3654,
226.288,,Spot,3,Image 1,45,1000003611,3655,
226.614,,Spot,3,Image 1,46,1000003611,3656,
229.886,,Spot,3,Image 1,47,1000003611,3657,
226.232,,Spot,3,Image 1,48,1000003611,3658,
225.884,,Spot,3,Image 1,49,1000003611,3659,
225.51,,Spot,3,Image 1,50,1000003611,3660,
225.816,,Spot,3,Image 1,51,1000003611,3661,
225.872,,Spot,3,Image 1,52,1000003611,3662,
225.829,,Spot,3,Image 1,53,1000003611,3663,
229.273,,Spot,3,Image 1,54,1000003611,3664,
226.344,,Spot,3,Image 1,55,1000003611,3665,
228.449,,Spot,3,Image 1,56,1000003611,3666,
228.789,,Spot,3,Image 1,57,1000003611,3667,
233.349,,Spot,3,Image 1,58,1000003611,3668,
233.712,,Spot,3,Image 1,59,1000003611,3669,
229.496,,Spot,3,Image 1,60,1000003611,3670,
231.624,,Spot,3,Image 1,61,1000003611,3671,
230.923,,Spot,3,Image 1,62,1000003611,3672,
226.673,,Spot,3,Image 1,63,1000003611,3673,
229.927,,Spot,3,Image 1,64,1000003611,3674,
230.366,,Spot,3,Image 1,65,1000003611,3675,
231.917,,Spot,3,Image 1,66,1000003611,3676,
228.214,,Spot,3,Image 1,67,1000003611,3677,
228.522,,Spot,3,Image 1,68,1000003611,3678,
228.711,,Spot,3,Image 1,69,1000003611,3679,
232.845,,Spot,3,Image 1,70,1000003611,3680,
232.654,,Spot,3,Image 1,71,1000003611,3681,
233.223,,Spot,3,Image 1,72,1000003611,3682,
233.794,,Spot,3,Image 1,73,1000003611,3683,
234.106,,Spot,3,Image 1,74,1000003611,3684,
230.528,,Spot,3,Image 1,75,1000003611,3685,
230.94,,Spot,3,Image 1,76,1000003611,3686,
231.387,,Spot,3,Image 1,77,1000003611,3687,
232.141,,Spot,3,Image 1,78,1000003611,3688,
232.018,,Spot,3,Image 1,79,1000003611,3689,
231.348,,Spot,3,Image 1,80,1000003611,3690,
233.06,,Spot,3,Image 1,81,1000003611,3691,
232.667,,Spot,3,Image 1,82,1000003611,3692,
233.227,,Spot,3,Image 1,83,1000003611,3693,
232.324,,Spot,3,Image 1,84,1000003611,3694,
232.507,,Spot,3,Image 1,85,1000003611,3695,
235.126,,Spot,3,Image 1,86,1000003611,3696,
231.266,,Spot,3,Image 1,87,1000003611,3697,
231.184,,Spot,3,Image 1,88,1000003611,3698,
229.333,,Spot,3,Image 1,89,1000003611,3699,
233.273,,Spot,3,Image 1,90,1000003611,3700,
233.752,,Spot,3,Image 1,91,1000003611,3701,
229.961,,Spot,3,Image 1,92,1000003611,3702,
229.435,,Spot,3,Image 1,93,1000003611,3703,
230.045,,Spot,3,Image 1,94,1000003611,3704,
229.236,,Spot,3,Image 1,95,1000003611,3705,
232.631,,Spot,3,Image 1,96,1000003611,3706,
232.685,,Spot,3,Image 1,97,1000003611,3707,
228.864,,Spot,3,Image 1,98,1000003611,3708,
228.354,,Spot,3,Image 1,99,1000003611,3709,
231.562,,Spot,3,Image 1,100,1000003611,3710,
231.686,,Spot,3,Image 1,101,1000003611,3711,
232.091,,Spot,3,Image 1,102,1000003611,3712,
231.712,,Spot,3,Image 1,103,1000003611,3713,
230.592,,Spot,3,Image 1,104,1000003611,3714,
228.136,,Spot,3,Image 1,105,1000003611,3715,
231.792,,Spot,3,Image 1,106,1000003611,3716,
231.405,,Spot,3,Image 1,107,1000003611,3717,
228.702,,Spot,3,Image 1,108,1000003611,3718,
226.534,,Spot,3,Image 1,109,1000003611,3896,
232.135,,Spot,3,Image 1,110,1000003611,3897,
229.324,,Spot,3,Image 1,111,1000003611,3898,
228.911,,Spot,3,Image 1,112,1000003611,3899,
229.624,,Spot,3,Image 1,113,1000003611,3900,
233.164,,Spot,3,Image 1,114,1000003611,3901,
233.357,,Spot,3,Image 1,115,1000003611,3902,
233.555,,Spot,3,Image 1,116,1000003611,3903,
235.395,,Spot,3,Image 1,117,1000003611,3904,
232.484,,Spot,3,Image 1,118,1000003611,3905,
232.112,,Spot,3,Image 1,119,1000003611,3906,
232.523,,Spot,3,Image 1,120,1000003611,3907,
233.587,,Spot,3,Image 1,121,1000003611,3908,
235,,Spot,3,Image 1,122,1000003611,3909,
229.943,,Spot,3,Image 1,123,1000003611,3910,
237.569,,Spot,3,Image 1,124,1000003611,3911,
238.889,,Spot,3,Image 1,125,1000003611,3912,
234.643,,Spot,3,Image 1,126,1000003611,3913,
233.89,,Spot,3,Image 1,127,1000003611,3914,
229.336,,Spot,3,Image 1,128,1000003611,3915,
226.713,,Spot,3,Image 1,129,1000003611,3916,
229.607,,Spot,3,Image 1,130,1000003611,3917,
230.34,,Spot,3,Image 1,131,1000003611,3918,
229.97,,Spot,3,Image 1,132,1000003611,3919,
231.558,,Spot,3,Image 1,133,1000003611,3920,
229.174,,Spot,3,Image 1,134,1000003611,3921,
229.89,,Spot,3,Image 1,135,1000003611,3922,
233.149,,Spot,3,Image 1,136,1000003611,3923,
229.76,,Spot,3,Image 1,137,1000003611,3924,
232.89,,Spot,3,Image 1,138,1000003611,3925,
230.219,,Spot,3,Image 1,139,1000003611,3926,
233.75,,Spot,3,Image 1,140,1000003611,3927,
230.064,,Spot,3,Image 1,141,1000003611,3928,
230.101,,Spot,3,Image 1,142,1000003611,3929,
229.56,,Spot,3,Image 1,143,1000003611,3930,
232.969,,Spot,3,Image 1,144,1000003611,3931,
229.049,,Spot,3,Image 1,145,1000003611,3932,
228.251,,Spot,3,Image 1,146,1000003611,3933,
228.531,,Spot,3,Image 1,147,1000003611,3934,
228.359,,Spot,3,Image 1,148,1000003611,3935,
231.042,,Spot,3,Image 1,149,1000003611,3936,
231.351,,Spot,3,Image 1,150,1000003611,3937,
227.927,,Spot,3,Image 1,151,1000003611,3938,
230.436,,Spot,3,Image 1,152,1000003611,3939,
230.029,,Spot,3,Image 1,153,1000003611,3940,
230.108,,Spot,3,Image 1,154,1000003611,3941,
226.353,,Spot,3,Image 1,155,1000003611,3942,
229.866,,Spot,3,Image 1,156,1000003611,3943,
226.68,,Spot,3,Image 1,157,1000003611,3944,
229.712,,Spot,3,Image 1,158,1000003611,3945,
225.834,,Spot,3,Image 1,159,1000003611,3946,
229.743,,Spot,3,Image 1,160,1000003611,3947,
229.971,,Spot,3,Image 1,161,1000003611,3948,
227.209,,Spot,3,Image 1,162,1000003611,3949,
230.836,,Spot,3,Image 1,163,1000003611,3950,
230.312,,Spot,3,Image 1,164,1000003611,3951,
226.384,,Spot,3,Image 1,165,1000003611,3952,
231.309,,Spot,3,Image 1,166,1000003611,3953,
231.333,,Spot,3,Image 1,167,1000003611,3954,
227.312,,Spot,3,Image 1,168,1000003611,3955,
230.343,,Spot,3,Image 1,169,1000003611,3956,
230.221,,Spot,3,Image 1,170,1000003611,3957,
227.181,,Spot,3,Image 1,171,1000003611,3958,
231.646,,Spot,3,Image 1,172,1000003611,3959,
230.797,,Spot,3,Image 1,173,1000003611,3960,
229.025,,Spot,3,Image 1,174,1000003611,3961,
228.512,,Spot,3,Image 1,175,1000003611,3962,
227.075,,Spot,3,Image 1,176,1000003611,3963,
208.183,,Spot,3,Image 1,177,1000003611,3964,
197.946,,Spot,3,Image 1,178,1000003611,3965,
193.109,,Spot,3,Image 1,179,1000003611,3966,
180.993,,Spot,3,Image 1,180,1000003611,3967,
187.234,,Spot,3,Image 1,181,1000003611,3968,
182.74,,Spot,3,Image 1,182,1000003611,3969,
181.936,,Spot,3,Image 1,183,1000003611,3970,
173.59,,Spot,3,Image 1,184,1000003611,3971,
174.56,,Spot,3,Image 1,185,1000003611,3972,
185.114,,Spot,3,Image 1,186,1000003611,3973,
180.159,,Spot,3,Image 1,187,1000003611,3974,
180.892,,Spot,3,Image 1,188,1000003611,3975,
178.305,,Spot,3,Image 1,189,1000003611,3976,
178.09,,Spot,3,Image 1,190,1000003611,3977,
186.955,,Spot,3,Image 1,191,1000003611,3978,
185.96,,Spot,3,Image 1,192,1000003611,3979,
188.345,,Spot,3,Image 1,193,1000003611,3980,
186.51,,Spot,3,Image 1,194,1000003611,3981,
191.519,,Spot,3,Image 1,195,1000003611,3982,
190.174,,Spot,3,Image 1,196,1000003611,3983,
185.069,,Spot,3,Image 1,197,1000003611,3984,
192.865,,Spot,3,Image 1,198,1000003611,3985,
189.511,,Spot,3,Image 1,199,1000003611,3986,
186.279,,Spot,3,Image 1,200,1000003611,3987,
184.525,,Spot,3,Image 1,201,1000003611,3988,
179.89,,Spot,3,Image 1,202,1000003611,3989,
184.578,,Spot,3,Image 1,203,1000003611,3990,
181.325,,Spot,3,Image 1,204,1000003611,3991,
179.353,,Spot,3,Image 1,205,1000003611,3992,
184.08,,Spot,3,Image 1,206,1000003611,3993,
181.214,,Spot,3,Image 1,207,1000003611,3994,
177.685,,Spot,3,Image 1,208,1000003611,3995,
179.369,,Spot,3,Image 1,209,1000003611,3996,
176.617,,Spot,3,Image 1,210,1000003611,3997,
179.277,,Spot,3,Image 1,211,1000003611,3998,
176.346,,Spot,3,Image 1,212,1000003611,3999,
178.657,,Spot,3,Image 1,213,1000003611,4000,
184.635,,Spot,3,Image 1,214,1000003611,4001,
181.857,,Spot,3,Image 1,215,1000003611,4002,
187.395,,Spot,3,Image 1,216,1000003611,4003,
182.962,,Spot,3,Image 1,217,1000003611,4004,
186.402,,Spot,3,Image 1,218,1000003611,4005,
179.353,,Spot,3,Image 1,219,1000003611,4006,
187.549,,Spot,3,Image 1,220,1000003611,4007,
188.565,,Spot,3,Image 1,221,1000003611,4008,
188.588,,Spot,3,Image 1,222,1000003611,4009,
