
Time Index
 ==================== 
Time Index,Unit,Category,Time,TrackID,ID,
1,,Spot,1,1000003611,3611,
2,,Spot,2,1000003611,3612,
3,,Spot,3,1000003611,3613,
4,,Spot,4,1000003611,3614,
5,,Spot,5,1000003611,3615,
6,,Spot,6,1000003611,3616,
7,,Spot,7,1000003611,3617,
8,,Spot,8,1000003611,3618,
9,,Spot,9,1000003611,3619,
10,,Spot,10,1000003611,3620,
11,,Spot,11,1000003611,3621,
12,,Spot,12,1000003611,3622,
13,,Spot,13,1000003611,3623,
14,,Spot,14,1000003611,3624,
15,,Spot,15,1000003611,3625,
16,,Spot,16,1000003611,3626,
17,,Spot,17,1000003611,3627,
18,,Spot,18,1000003611,3628,
19,,Spot,19,1000003611,3629,
20,,Spot,20,1000003611,3630,
21,,Spot,21,1000003611,3631,
22,,Spot,22,1000003611,3632,
23,,Spot,23,1000003611,3633,
24,,Spot,24,1000003611,3634,
25,,Spot,25,1000003611,3635,
26,,Spot,26,1000003611,3636,
27,,Spot,27,1000003611,3637,
28,,Spot,28,1000003611,3638,
29,,Spot,29,1000003611,3639,
30,,Spot,30,1000003611,3640,
31,,Spot,31,1000003611,3641,
32,,Spot,32,1000003611,3642,
33,,Spot,33,1000003611,3643,
34,,Spot,34,1000003611,3644,
35,,Spot,35,1000003611,3645,
36,,Spot,36,1000003611,3646,
37,,Spot,37,1000003611,3647,
38,,Spot,38,1000003611,3648,
39,,Spot,39,1000003611,3649,
40,,Spot,40,1000003611,3650,
41,,Spot,41,1000003611,3651,
42,,Spot,42,1000003611,3652,
43,,Spot,43,1000003611,3653,
44,,Spot,44,1000003611,3654,
45,,Spot,45,1000003611,3655,
46,,Spot,46,1000003611,3656,
47,,Spot,47,1000003611,3657,
48,,Spot,48,1000003611,3658,
49,,Spot,49,1000003611,3659,
50,,Spot,50,1000003611,3660,
51,,Spot,51,1000003611,3661,
52,,Spot,52,1000003611,3662,
53,,Spot,53,1000003611,3663,
54,,Spot,54,1000003611,3664,
55,,Spot,55,1000003611,3665,
56,,Spot,56,1000003611,3666,
57,,Spot,57,1000003611,3667,
58,,Spot,58,1000003611,3668,
59,,Spot,59,1000003611,3669,
60,,Spot,60,1000003611,3670,
61,,Spot,61,1000003611,3671,
62,,Spot,62,1000003611,3672,
63,,Spot,63,1000003611,3673,
64,,Spot,64,1000003611,3674,
65,,Spot,65,1000003611,3675,
66,,Spot,66,1000003611,3676,
67,,Spot,67,1000003611,3677,
68,,Spot,68,1000003611,3678,
69,,Spot,69,1000003611,3679,
70,,Spot,70,1000003611,3680,
71,,Spot,71,1000003611,3681,
72,,Spot,72,1000003611,3682,
73,,Spot,73,1000003611,3683,
74,,Spot,74,1000003611,3684,
75,,Spot,75,1000003611,3685,
76,,Spot,76,1000003611,3686,
77,,Spot,77,1000003611,3687,
78,,Spot,78,1000003611,3688,
79,,Spot,79,1000003611,3689,
80,,Spot,80,1000003611,3690,
81,,Spot,81,1000003611,3691,
82,,Spot,82,1000003611,3692,
83,,Spot,83,1000003611,3693,
84,,Spot,84,1000003611,3694,
85,,Spot,85,1000003611,3695,
86,,Spot,86,1000003611,3696,
87,,Spot,87,1000003611,3697,
88,,Spot,88,1000003611,3698,
89,,Spot,89,1000003611,3699,
90,,Spot,90,1000003611,3700,
91,,Spot,91,1000003611,3701,
92,,Spot,92,1000003611,3702,
93,,Spot,93,1000003611,3703,
94,,Spot,94,1000003611,3704,
95,,Spot,95,1000003611,3705,
96,,Spot,96,1000003611,3706,
97,,Spot,97,1000003611,3707,
98,,Spot,98,1000003611,3708,
99,,Spot,99,1000003611,3709,
100,,Spot,100,1000003611,3710,
101,,Spot,101,1000003611,3711,
102,,Spot,102,1000003611,3712,
103,,Spot,103,1000003611,3713,
104,,Spot,104,1000003611,3714,
105,,Spot,105,1000003611,3715,
106,,Spot,106,1000003611,3716,
107,,Spot,107,1000003611,3717,
108,,Spot,108,1000003611,3718,
109,,Spot,109,1000003611,3896,
110,,Spot,110,1000003611,3897,
111,,Spot,111,1000003611,3898,
112,,Spot,112,1000003611,3899,
113,,Spot,113,1000003611,3900,
114,,Spot,114,1000003611,3901,
115,,Spot,115,1000003611,3902,
116,,Spot,116,1000003611,3903,
117,,Spot,117,1000003611,3904,
