
Generation
 ==================== 
Generation,Unit,Category,Time,TrackID,ID,
0,,Spot,376,1000003611,4178,
0,,Spot,377,1000003611,4179,
0,,Spot,378,1000003611,4180,
0,,Spot,379,1000003611,4181,
0,,Spot,380,1000003611,4182,
