
Track Intensity Sum Ch=1 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
2.9755e+08,,Track,1,Image 1,1000024401,
1.93924e+08,,Track,1,Image 1,1000024480,
1.93406e+08,,Track,1,Image 1,1000024566,
1.78648e+08,,Track,1,Image 1,1000024613,
1.49165e+08,,Track,1,Image 1,1000024659,
1.25644e+08,,Track,1,Image 1,1000024696,
