
Intensity Sum of Square Ch=2 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
4.09732e+09,,Spot,2,Image 1,95,1000024401,24401,
4.20118e+09,,Spot,2,Image 1,96,1000024401,24402,
4.32477e+09,,Spot,2,Image 1,97,1000024401,24403,
4.57909e+09,,Spot,2,Image 1,98,1000024401,24404,
6.27768e+09,,Spot,2,Image 1,99,1000024401,24405,
5.92573e+09,,Spot,2,Image 1,100,1000024401,24406,
6.52795e+09,,Spot,2,Image 1,101,1000024401,24407,
5.69665e+09,,Spot,2,Image 1,102,1000024401,24408,
5.32714e+09,,Spot,2,Image 1,103,1000024401,24409,
4.94511e+09,,Spot,2,Image 1,104,1000024401,24410,
4.6519e+09,,Spot,2,Image 1,105,1000024401,24411,
3.94736e+09,,Spot,2,Image 1,106,1000024401,24412,
4.14098e+09,,Spot,2,Image 1,107,1000024401,24413,
4.38341e+09,,Spot,2,Image 1,108,1000024401,24414,
4.26288e+09,,Spot,2,Image 1,109,1000024401,24415,
4.20794e+09,,Spot,2,Image 1,110,1000024401,24416,
3.79267e+09,,Spot,2,Image 1,111,1000024401,24417,
4.04263e+09,,Spot,2,Image 1,112,1000024401,24418,
4.02401e+09,,Spot,2,Image 1,113,1000024401,24419,
4.00586e+09,,Spot,2,Image 1,114,1000024401,24420,
3.73148e+09,,Spot,2,Image 1,115,1000024401,24421,
3.7856e+09,,Spot,2,Image 1,116,1000024401,24422,
3.87828e+09,,Spot,2,Image 1,117,1000024401,24423,
3.79791e+09,,Spot,2,Image 1,118,1000024401,24424,
3.54401e+09,,Spot,2,Image 1,119,1000024401,24425,
3.4559e+09,,Spot,2,Image 1,120,1000024401,24426,
3.38948e+09,,Spot,2,Image 1,121,1000024401,24427,
3.30601e+09,,Spot,2,Image 1,122,1000024401,24428,
3.22343e+09,,Spot,2,Image 1,123,1000024401,24429,
3.22547e+09,,Spot,2,Image 1,124,1000024401,24430,
3.23734e+09,,Spot,2,Image 1,125,1000024401,24431,
3.21161e+09,,Spot,2,Image 1,126,1000024401,24432,
2.95199e+09,,Spot,2,Image 1,127,1000024401,24433,
2.85832e+09,,Spot,2,Image 1,128,1000024401,24434,
2.84256e+09,,Spot,2,Image 1,129,1000024401,24435,
2.89873e+09,,Spot,2,Image 1,130,1000024401,24436,
2.72229e+09,,Spot,2,Image 1,131,1000024401,24437,
2.64912e+09,,Spot,2,Image 1,132,1000024401,24438,
2.71943e+09,,Spot,2,Image 1,133,1000024401,24439,
2.56273e+09,,Spot,2,Image 1,134,1000024401,24440,
1.96733e+09,,Spot,2,Image 1,134,1000024480,24480,
2.56579e+09,,Spot,2,Image 1,135,1000024401,24481,
2.16562e+09,,Spot,2,Image 1,135,1000024480,24482,
2.50335e+09,,Spot,2,Image 1,136,1000024401,24483,
2.21786e+09,,Spot,2,Image 1,136,1000024480,24484,
2.27359e+09,,Spot,2,Image 1,137,1000024401,24485,
2.44076e+09,,Spot,2,Image 1,137,1000024480,24486,
2.4373e+09,,Spot,2,Image 1,138,1000024401,24487,
2.62642e+09,,Spot,2,Image 1,138,1000024480,24488,
2.3923e+09,,Spot,2,Image 1,139,1000024401,24489,
2.42389e+09,,Spot,2,Image 1,139,1000024480,24490,
2.65541e+09,,Spot,2,Image 1,140,1000024401,24491,
2.37088e+09,,Spot,2,Image 1,140,1000024480,24492,
2.57101e+09,,Spot,2,Image 1,141,1000024401,24493,
2.45062e+09,,Spot,2,Image 1,141,1000024480,24494,
2.02211e+09,,Spot,2,Image 1,142,1000024401,24495,
2.36542e+09,,Spot,2,Image 1,142,1000024480,24496,
2.60914e+09,,Spot,2,Image 1,143,1000024401,24497,
2.73665e+09,,Spot,2,Image 1,143,1000024480,24498,
2.46149e+09,,Spot,2,Image 1,144,1000024401,24499,
2.51439e+09,,Spot,2,Image 1,144,1000024480,24500,
2.35842e+09,,Spot,2,Image 1,145,1000024401,24501,
2.60589e+09,,Spot,2,Image 1,145,1000024480,24502,
2.25334e+09,,Spot,2,Image 1,146,1000024401,24503,
2.42089e+09,,Spot,2,Image 1,146,1000024480,24504,
2.41648e+09,,Spot,2,Image 1,147,1000024401,24505,
2.47559e+09,,Spot,2,Image 1,147,1000024480,24506,
2.37581e+09,,Spot,2,Image 1,148,1000024401,24507,
2.63607e+09,,Spot,2,Image 1,148,1000024480,24508,
1.73865e+09,,Spot,2,Image 1,149,1000024401,24509,
2.34681e+09,,Spot,2,Image 1,149,1000024480,24510,
1.75604e+09,,Spot,2,Image 1,150,1000024401,24511,
2.4845e+09,,Spot,2,Image 1,150,1000024480,24512,
1.82794e+09,,Spot,2,Image 1,151,1000024401,24513,
2.44493e+09,,Spot,2,Image 1,151,1000024480,24514,
1.88518e+09,,Spot,2,Image 1,152,1000024401,24515,
2.47338e+09,,Spot,2,Image 1,152,1000024480,24516,
2.01844e+09,,Spot,2,Image 1,153,1000024401,24517,
2.51148e+09,,Spot,2,Image 1,153,1000024480,24518,
1.96102e+09,,Spot,2,Image 1,154,1000024401,24519,
2.63269e+09,,Spot,2,Image 1,154,1000024480,24520,
1.96132e+09,,Spot,2,Image 1,155,1000024401,24521,
2.59968e+09,,Spot,2,Image 1,155,1000024480,24522,
1.98532e+09,,Spot,2,Image 1,156,1000024401,24523,
2.65126e+09,,Spot,2,Image 1,156,1000024480,24524,
1.90079e+09,,Spot,2,Image 1,157,1000024401,24525,
2.63173e+09,,Spot,2,Image 1,157,1000024480,24526,
1.94626e+09,,Spot,2,Image 1,158,1000024401,24527,
2.65846e+09,,Spot,2,Image 1,158,1000024480,24528,
1.8897e+09,,Spot,2,Image 1,159,1000024401,24529,
2.70658e+09,,Spot,2,Image 1,159,1000024480,24530,
1.78605e+09,,Spot,2,Image 1,160,1000024401,24531,
2.64927e+09,,Spot,2,Image 1,160,1000024480,24532,
1.78506e+09,,Spot,2,Image 1,161,1000024401,24533,
2.7819e+09,,Spot,2,Image 1,161,1000024480,24534,
1.75429e+09,,Spot,2,Image 1,162,1000024401,24535,
2.95871e+09,,Spot,2,Image 1,162,1000024480,24536,
1.69561e+09,,Spot,2,Image 1,163,1000024401,24537,
2.91634e+09,,Spot,2,Image 1,163,1000024480,24538,
1.67239e+09,,Spot,2,Image 1,164,1000024401,24539,
2.88135e+09,,Spot,2,Image 1,164,1000024480,24540,
1.75986e+09,,Spot,2,Image 1,165,1000024401,24541,
3.00011e+09,,Spot,2,Image 1,165,1000024480,24542,
1.70682e+09,,Spot,2,Image 1,166,1000024401,24543,
2.98967e+09,,Spot,2,Image 1,166,1000024480,24544,
1.76539e+09,,Spot,2,Image 1,167,1000024401,24545,
2.89255e+09,,Spot,2,Image 1,167,1000024480,24546,
1.71198e+09,,Spot,2,Image 1,168,1000024401,24547,
2.82077e+09,,Spot,2,Image 1,168,1000024480,24548,
1.7184e+09,,Spot,2,Image 1,169,1000024401,24549,
2.79145e+09,,Spot,2,Image 1,169,1000024480,24550,
2.55238e+09,,Spot,2,Image 1,170,1000024480,24551,
2.37814e+09,,Spot,2,Image 1,171,1000024480,24552,
2.29538e+09,,Spot,2,Image 1,172,1000024480,24553,
2.14023e+09,,Spot,2,Image 1,173,1000024480,24554,
2.1337e+09,,Spot,2,Image 1,174,1000024480,24555,
2.19247e+09,,Spot,2,Image 1,175,1000024480,24556,
2.07899e+09,,Spot,2,Image 1,176,1000024480,24557,
1.90518e+09,,Spot,2,Image 1,177,1000024480,24558,
1.9541e+09,,Spot,2,Image 1,178,1000024480,24559,
1.94709e+09,,Spot,2,Image 1,179,1000024480,24560,
1.99219e+09,,Spot,2,Image 1,180,1000024480,24561,
2.00366e+09,,Spot,2,Image 1,181,1000024480,24562,
2.0679e+09,,Spot,2,Image 1,182,1000024480,24563,
2.06077e+09,,Spot,2,Image 1,183,1000024480,24564,
1.99161e+09,,Spot,2,Image 1,184,1000024480,24565,
3.3379e+09,,Spot,2,Image 1,261,1000024566,24566,
4.02391e+09,,Spot,2,Image 1,262,1000024566,24567,
