
Track Speed Variation
 ==================== 
Track Speed Variation,Unit,Category,ID,
0.669925,,Track,1000024401,
0.464699,,Track,1000024480,
0.527114,,Track,1000024566,
0.568678,,Track,1000024613,
0.566265,,Track,1000024659,
0.486717,,Track,1000024696,
0.325195,,Track,1000024729,
0.610173,,Track,1000024760,
