
Track Intensity Max Ch=3 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
0,,Track,3,Image 1,1000024401,
0,,Track,3,Image 1,1000024480,
294,,Track,3,Image 1,1000024566,
277,,Track,3,Image 1,1000024613,
272,,Track,3,Image 1,1000024659,
270,,Track,3,Image 1,1000024696,
