
Track Intensity Min Ch=2 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
225,,Track,2,Image 1,1000024401,
0,,Track,2,Image 1,1000024480,
187,,Track,2,Image 1,1000024566,
216,,Track,2,Image 1,1000024613,
228,,Track,2,Image 1,1000024659,
201,,Track,2,Image 1,1000024696,
