
Track Intensity Mean Ch=1 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
234.815,,Track,1,Image 1,1000024401,
226.777,,Track,1,Image 1,1000024480,
249.037,,Track,1,Image 1,1000024566,
230.042,,Track,1,Image 1,1000024613,
238.707,,Track,1,Image 1,1000024659,
224.551,,Track,1,Image 1,1000024696,
