
Track Intensity Center Mean Ch=1 Img=1
 ==================== 
Track Intensity Center Mean,Unit,Category,Channel,Image,ID,
225.08,,Track,1,Image 1,1000024401,
220.647,,Track,1,Image 1,1000024480,
243.891,,Track,1,Image 1,1000024566,
221.696,,Track,1,Image 1,1000024613,
236.432,,Track,1,Image 1,1000024659,
224,,Track,1,Image 1,1000024696,
