
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,95,1000024401,24401,
-0.925838,0.585358,0.417229,µm,Spot,Displacement Delta,96,1000024401,24402,
-0.578651,0.488548,0.54306,µm,Spot,Displacement Delta,97,1000024401,24403,
-1.04157,0.509609,0.53775,µm,Spot,Displacement Delta,98,1000024401,24404,
-0.347191,0.318218,0.40979,µm,Spot,Displacement Delta,99,1000024401,24405,
-0.578651,0.160387,0.201004,µm,Spot,Displacement Delta,100,1000024401,24406,
-0.462917,0.355764,0.0297165,µm,Spot,Displacement Delta,101,1000024401,24407,
0.11573,0.0762119,0.672821,µm,Spot,Displacement Delta,102,1000024401,24408,
-0.11573,0.147041,-0.137085,µm,Spot,Displacement Delta,103,1000024401,24409,
-0.231461,0.177679,0.209297,µm,Spot,Displacement Delta,104,1000024401,24410,
0,-0.116577,0.490501,µm,Spot,Displacement Delta,105,1000024401,24411,
-0.231461,-0.0550041,0.832222,µm,Spot,Displacement Delta,106,1000024401,24412,
-0.231461,0.067852,-0.44809,µm,Spot,Displacement Delta,107,1000024401,24413,
-0.347191,-0.599541,-0.913162,µm,Spot,Displacement Delta,108,1000024401,24414,
0,-0.122986,0,µm,Spot,Displacement Delta,109,1000024401,24415,
-0.11573,-0.314133,0,µm,Spot,Displacement Delta,110,1000024401,24416,
0,0.2355,0,µm,Spot,Displacement Delta,111,1000024401,24417,
0,0.463448,0,µm,Spot,Displacement Delta,112,1000024401,24418,
0,0.116798,0,µm,Spot,Displacement Delta,113,1000024401,24419,
-0.231457,0.174744,0,µm,Spot,Displacement Delta,114,1000024401,24420,
0,0.234053,0,µm,Spot,Displacement Delta,115,1000024401,24421,
-0.231461,0.296349,-0.5,µm,Spot,Displacement Delta,116,1000024401,24422,
0,0,0,µm,Spot,Displacement Delta,117,1000024401,24423,
-0.347191,0.212732,0,µm,Spot,Displacement Delta,118,1000024401,24424,
-0.231461,-0.051796,0,µm,Spot,Displacement Delta,119,1000024401,24425,
0.231461,-0.0632782,-0.200001,µm,Spot,Displacement Delta,120,1000024401,24426,
0,-0.114403,0,µm,Spot,Displacement Delta,121,1000024401,24427,
0.231461,-0.0651932,0,µm,Spot,Displacement Delta,122,1000024401,24428,
0.11573,-0.0330582,-0.299999,µm,Spot,Displacement Delta,123,1000024401,24429,
0.578648,-0.160667,0,µm,Spot,Displacement Delta,124,1000024401,24430,
0.347191,-0.0955296,0,µm,Spot,Displacement Delta,125,1000024401,24431,
0.462921,-0.128193,0,µm,Spot,Displacement Delta,126,1000024401,24432,
0.11573,0.0846043,0,µm,Spot,Displacement Delta,127,1000024401,24433,
0,-0.227654,-0.5,µm,Spot,Displacement Delta,128,1000024401,24434,
0,-0.00263405,0,µm,Spot,Displacement Delta,129,1000024401,24435,
-0.347191,-0.249052,0,µm,Spot,Displacement Delta,130,1000024401,24436,
-0.11573,0.374268,0.299999,µm,Spot,Displacement Delta,131,1000024401,24437,
0,-0.462238,-0.299999,µm,Spot,Displacement Delta,132,1000024401,24438,
0.231461,0.171169,0,µm,Spot,Displacement Delta,133,1000024401,24439,
0.231461,0.281124,0,µm,Spot,Displacement Delta,134,1000024401,24440,
0,0,0,µm,Spot,Displacement Delta,134,1000024480,24480,
0.11573,-0.0326157,0.5,µm,Spot,Displacement Delta,135,1000024401,24481,
-0.351273,-0.715546,1,µm,Spot,Displacement Delta,135,1000024480,24482,
0.347187,0.247749,0.5,µm,Spot,Displacement Delta,136,1000024401,24483,
-0.223927,-0.00982285,-1,µm,Spot,Displacement Delta,136,1000024480,24484,
0.231461,0.502918,-0.0152054,µm,Spot,Displacement Delta,137,1000024401,24485,
-0.439335,0.122238,0.5,µm,Spot,Displacement Delta,137,1000024480,24486,
0.231461,0.270941,-0.635544,µm,Spot,Displacement Delta,138,1000024401,24487,
-0.489952,0.161747,1,µm,Spot,Displacement Delta,138,1000024480,24488,
-0.11573,0.0374317,0.726082,µm,Spot,Displacement Delta,139,1000024401,24489,
-0.447784,-0.362251,-0.5,µm,Spot,Displacement Delta,139,1000024480,24490,
-0.347191,-0.0140018,-0.0753326,µm,Spot,Displacement Delta,140,1000024401,24491,
0.0445251,0.20491,0,µm,Spot,Displacement Delta,140,1000024480,24492,
-0.347187,0.563616,0,µm,Spot,Displacement Delta,141,1000024401,24493,
-0.00986099,0.187786,-0.5,µm,Spot,Displacement Delta,141,1000024480,24494,
-0.11573,0.036274,1.90489,µm,Spot,Displacement Delta,142,1000024401,24495,
0.200825,-0.0427399,0,µm,Spot,Displacement Delta,142,1000024480,24496,
-0.11573,0.0320702,-2.40489,µm,Spot,Displacement Delta,143,1000024401,24497,
0.324085,0.281353,0.5,µm,Spot,Displacement Delta,143,1000024480,24498,
0,0.248974,1,µm,Spot,Displacement Delta,144,1000024401,24499,
-0.27264,-0.377094,-0.5,µm,Spot,Displacement Delta,144,1000024480,24500,
0.11573,0.313644,-0.5,µm,Spot,Displacement Delta,145,1000024401,24501,
0.0108528,-0.388359,-1,µm,Spot,Displacement Delta,145,1000024480,24502,
0.462917,0.452875,0,µm,Spot,Displacement Delta,146,1000024401,24503,
-0.279297,-0.355598,0.5,µm,Spot,Displacement Delta,146,1000024480,24504,
0,-0.114307,0,µm,Spot,Displacement Delta,147,1000024401,24505,
