
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
3.5e+06,,Spot,1,Image 1,95,1000024401,24401,
3.57572e+06,,Spot,1,Image 1,96,1000024401,24402,
3.54167e+06,,Spot,1,Image 1,97,1000024401,24403,
3.58064e+06,,Spot,1,Image 1,98,1000024401,24404,
3.75972e+06,,Spot,1,Image 1,99,1000024401,24405,
3.74876e+06,,Spot,1,Image 1,100,1000024401,24406,
3.79296e+06,,Spot,1,Image 1,101,1000024401,24407,
3.87839e+06,,Spot,1,Image 1,102,1000024401,24408,
3.85621e+06,,Spot,1,Image 1,103,1000024401,24409,
3.90298e+06,,Spot,1,Image 1,104,1000024401,24410,
3.86517e+06,,Spot,1,Image 1,105,1000024401,24411,
3.88955e+06,,Spot,1,Image 1,106,1000024401,24412,
3.9795e+06,,Spot,1,Image 1,107,1000024401,24413,
4.16035e+06,,Spot,1,Image 1,108,1000024401,24414,
4.2605e+06,,Spot,1,Image 1,109,1000024401,24415,
4.35294e+06,,Spot,1,Image 1,110,1000024401,24416,
4.46214e+06,,Spot,1,Image 1,111,1000024401,24417,
4.54028e+06,,Spot,1,Image 1,112,1000024401,24418,
4.58829e+06,,Spot,1,Image 1,113,1000024401,24419,
4.65568e+06,,Spot,1,Image 1,114,1000024401,24420,
4.65576e+06,,Spot,1,Image 1,115,1000024401,24421,
4.68255e+06,,Spot,1,Image 1,116,1000024401,24422,
4.67943e+06,,Spot,1,Image 1,117,1000024401,24423,
4.50808e+06,,Spot,1,Image 1,118,1000024401,24424,
4.44424e+06,,Spot,1,Image 1,119,1000024401,24425,
4.24166e+06,,Spot,1,Image 1,120,1000024401,24426,
4.17748e+06,,Spot,1,Image 1,121,1000024401,24427,
4.09544e+06,,Spot,1,Image 1,122,1000024401,24428,
4.03239e+06,,Spot,1,Image 1,123,1000024401,24429,
3.96726e+06,,Spot,1,Image 1,124,1000024401,24430,
3.87731e+06,,Spot,1,Image 1,125,1000024401,24431,
3.95853e+06,,Spot,1,Image 1,126,1000024401,24432,
3.9378e+06,,Spot,1,Image 1,127,1000024401,24433,
3.87381e+06,,Spot,1,Image 1,128,1000024401,24434,
3.89254e+06,,Spot,1,Image 1,129,1000024401,24435,
3.9463e+06,,Spot,1,Image 1,130,1000024401,24436,
3.93989e+06,,Spot,1,Image 1,131,1000024401,24437,
3.94145e+06,,Spot,1,Image 1,132,1000024401,24438,
3.88981e+06,,Spot,1,Image 1,133,1000024401,24439,
3.94247e+06,,Spot,1,Image 1,134,1000024401,24440,
2.61958e+06,,Spot,1,Image 1,134,1000024480,24480,
3.9076e+06,,Spot,1,Image 1,135,1000024401,24481,
2.86021e+06,,Spot,1,Image 1,135,1000024480,24482,
3.91571e+06,,Spot,1,Image 1,136,1000024401,24483,
3.01143e+06,,Spot,1,Image 1,136,1000024480,24484,
3.97443e+06,,Spot,1,Image 1,137,1000024401,24485,
3.33328e+06,,Spot,1,Image 1,137,1000024480,24486,
4.04638e+06,,Spot,1,Image 1,138,1000024401,24487,
3.57803e+06,,Spot,1,Image 1,138,1000024480,24488,
3.98529e+06,,Spot,1,Image 1,139,1000024401,24489,
3.5188e+06,,Spot,1,Image 1,139,1000024480,24490,
4.17233e+06,,Spot,1,Image 1,140,1000024401,24491,
3.58254e+06,,Spot,1,Image 1,140,1000024480,24492,
4.16844e+06,,Spot,1,Image 1,141,1000024401,24493,
3.59612e+06,,Spot,1,Image 1,141,1000024480,24494,
3.94939e+06,,Spot,1,Image 1,142,1000024401,24495,
3.60889e+06,,Spot,1,Image 1,142,1000024480,24496,
4.14461e+06,,Spot,1,Image 1,143,1000024401,24497,
3.62884e+06,,Spot,1,Image 1,143,1000024480,24498,
4.14826e+06,,Spot,1,Image 1,144,1000024401,24499,
3.61774e+06,,Spot,1,Image 1,144,1000024480,24500,
4.09407e+06,,Spot,1,Image 1,145,1000024401,24501,
3.6412e+06,,Spot,1,Image 1,145,1000024480,24502,
4.05128e+06,,Spot,1,Image 1,146,1000024401,24503,
3.61782e+06,,Spot,1,Image 1,146,1000024480,24504,
4.00849e+06,,Spot,1,Image 1,147,1000024401,24505,
3.60477e+06,,Spot,1,Image 1,147,1000024480,24506,
4.06189e+06,,Spot,1,Image 1,148,1000024401,24507,
3.67844e+06,,Spot,1,Image 1,148,1000024480,24508,
3.75061e+06,,Spot,1,Image 1,149,1000024401,24509,
3.64548e+06,,Spot,1,Image 1,149,1000024480,24510,
3.65361e+06,,Spot,1,Image 1,150,1000024401,24511,
3.61521e+06,,Spot,1,Image 1,150,1000024480,24512,
3.70033e+06,,Spot,1,Image 1,151,1000024401,24513,
3.58984e+06,,Spot,1,Image 1,151,1000024480,24514,
3.73323e+06,,Spot,1,Image 1,152,1000024401,24515,
3.62009e+06,,Spot,1,Image 1,152,1000024480,24516,
3.89748e+06,,Spot,1,Image 1,153,1000024401,24517,
3.65574e+06,,Spot,1,Image 1,153,1000024480,24518,
3.70917e+06,,Spot,1,Image 1,154,1000024401,24519,
3.63295e+06,,Spot,1,Image 1,154,1000024480,24520,
3.68706e+06,,Spot,1,Image 1,155,1000024401,24521,
3.62379e+06,,Spot,1,Image 1,155,1000024480,24522,
3.75663e+06,,Spot,1,Image 1,156,1000024401,24523,
3.67799e+06,,Spot,1,Image 1,156,1000024480,24524,
3.74045e+06,,Spot,1,Image 1,157,1000024401,24525,
3.67434e+06,,Spot,1,Image 1,157,1000024480,24526,
3.70731e+06,,Spot,1,Image 1,158,1000024401,24527,
3.67474e+06,,Spot,1,Image 1,158,1000024480,24528,
3.75331e+06,,Spot,1,Image 1,159,1000024401,24529,
3.75988e+06,,Spot,1,Image 1,159,1000024480,24530,
3.71889e+06,,Spot,1,Image 1,160,1000024401,24531,
3.77799e+06,,Spot,1,Image 1,160,1000024480,24532,
3.66406e+06,,Spot,1,Image 1,161,1000024401,24533,
3.81203e+06,,Spot,1,Image 1,161,1000024480,24534,
3.73056e+06,,Spot,1,Image 1,162,1000024401,24535,
4.09514e+06,,Spot,1,Image 1,162,1000024480,24536,
3.69705e+06,,Spot,1,Image 1,163,1000024401,24537,
4.22423e+06,,Spot,1,Image 1,163,1000024480,24538,
3.67988e+06,,Spot,1,Image 1,164,1000024401,24539,
4.32888e+06,,Spot,1,Image 1,164,1000024480,24540,
3.70889e+06,,Spot,1,Image 1,165,1000024401,24541,
4.48597e+06,,Spot,1,Image 1,165,1000024480,24542,
3.75856e+06,,Spot,1,Image 1,166,1000024401,24543,
4.57091e+06,,Spot,1,Image 1,166,1000024480,24544,
3.7263e+06,,Spot,1,Image 1,167,1000024401,24545,
4.50358e+06,,Spot,1,Image 1,167,1000024480,24546,
3.76448e+06,,Spot,1,Image 1,168,1000024401,24547,
4.54778e+06,,Spot,1,Image 1,168,1000024480,24548,
3.8083e+06,,Spot,1,Image 1,169,1000024401,24549,
4.51128e+06,,Spot,1,Image 1,169,1000024480,24550,
4.4769e+06,,Spot,1,Image 1,170,1000024480,24551,
4.29844e+06,,Spot,1,Image 1,171,1000024480,24552,
4.14103e+06,,Spot,1,Image 1,172,1000024480,24553,
4.0304e+06,,Spot,1,Image 1,173,1000024480,24554,
3.95744e+06,,Spot,1,Image 1,174,1000024480,24555,
3.9569e+06,,Spot,1,Image 1,175,1000024480,24556,
3.80033e+06,,Spot,1,Image 1,176,1000024480,24557,
3.78456e+06,,Spot,1,Image 1,177,1000024480,24558,
3.77446e+06,,Spot,1,Image 1,178,1000024480,24559,
3.79982e+06,,Spot,1,Image 1,179,1000024480,24560,
3.85003e+06,,Spot,1,Image 1,180,1000024480,24561,
3.86191e+06,,Spot,1,Image 1,181,1000024480,24562,
3.86269e+06,,Spot,1,Image 1,182,1000024480,24563,
3.89779e+06,,Spot,1,Image 1,183,1000024480,24564,
3.90627e+06,,Spot,1,Image 1,184,1000024480,24565,
3.56137e+06,,Spot,1,Image 1,261,1000024566,24566,
3.64512e+06,,Spot,1,Image 1,262,1000024566,24567,
3.77476e+06,,Spot,1,Image 1,263,1000024566,24568,
3.85465e+06,,Spot,1,Image 1,264,1000024566,24569,
3.98428e+06,,Spot,1,Image 1,265,1000024566,24570,
4.07976e+06,,Spot,1,Image 1,266,1000024566,24571,
4.27198e+06,,Spot,1,Image 1,267,1000024566,24572,
4.28342e+06,,Spot,1,Image 1,268,1000024566,24573,
4.33092e+06,,Spot,1,Image 1,269,1000024566,24574,
4.35032e+06,,Spot,1,Image 1,270,1000024566,24575,
4.48002e+06,,Spot,1,Image 1,271,1000024566,24576,
4.42247e+06,,Spot,1,Image 1,272,1000024566,24577,
