
Track Straightness
 ==================== 
Track Straightness,Unit,Category,ID,
0.418309,,Track,1000024401,
0.487276,,Track,1000024480,
0.399788,,Track,1000024566,
0.520051,,Track,1000024613,
0.475276,,Track,1000024659,
0.387763,,Track,1000024696,
0.22708,,Track,1000024729,
0.590881,,Track,1000024760,
