
Speed
 ==================== 
Speed,Unit,Category,Time,TrackID,ID,
1.17213,,Spot,95,1000024401,24401,
1.0415,,Spot,96,1000024401,24402,
1.09426,,Spot,97,1000024401,24403,
0.936988,,Spot,98,1000024401,24404,
0.604011,,Spot,99,1000024401,24405,
0.59256,,Spot,100,1000024401,24406,
0.44741,,Spot,101,1000024401,24407,
0.290196,,Spot,102,1000024401,24408,
0.240416,,Spot,103,1000024401,24409,
0.369806,,Spot,104,1000024401,24410,
0.67687,,Spot,105,1000024401,24411,
0.30084,,Spot,106,1000024401,24412,
0.785897,,Spot,107,1000024401,24413,
0.607547,,Spot,108,1000024401,24414,
0.22609,,Spot,109,1000024401,24415,
0.0699581,,Spot,110,1000024401,24416,
0.349474,,Spot,111,1000024401,24417,
0.290123,,Spot,112,1000024401,24418,
0.186124,,Spot,113,1000024401,24419,
0.234886,,Spot,114,1000024401,24420,
0.382394,,Spot,115,1000024401,24421,
0.312808,,Spot,116,1000024401,24422,
0.203591,,Spot,117,1000024401,24423,
0.300307,,Spot,118,1000024401,24424,
0.115372,,Spot,119,1000024401,24425,
0.176879,,Spot,120,1000024401,24426,
0.146483,,Spot,121,1000024401,24427,
0.234624,,Spot,122,1000024401,24428,
0.390413,,Spot,123,1000024401,24429,
0.480316,,Spot,124,1000024401,24430,
0.420218,,Spot,125,1000024401,24431,
0.290145,,Spot,126,1000024401,24432,
0.266391,,Spot,127,1000024401,24433,
0.275242,,Spot,128,1000024401,24434,
0.21441,,Spot,129,1000024401,24435,
0.282831,,Spot,130,1000024401,24436,
0.0726848,,Spot,131,1000024401,24437,
0.238901,,Spot,132,1000024401,24438,
0.323599,,Spot,133,1000024401,24439,
0.328747,,Spot,134,1000024401,24440,
1.27883,,Spot,134,1000024480,24480,
0.561377,,Spot,135,1000024401,24481,
0.462875,,Spot,135,1000024480,24482,
0.532297,,Spot,136,1000024401,24483,
0.419092,,Spot,136,1000024480,24484,
0.556019,,Spot,137,1000024401,24485,
0.893619,,Spot,137,1000024480,24486,
0.170795,,Spot,138,1000024401,24487,
0.540729,,Spot,138,1000024480,24488,
0.399475,,Spot,139,1000024401,24489,
0.330671,,Spot,139,1000024480,24490,
0.444385,,Spot,140,1000024401,24491,
0.31836,,Spot,140,1000024480,24492,
1.02503,,Spot,141,1000024401,24493,
0.277266,,Spot,141,1000024480,24494,
0.277599,,Spot,142,1000024401,24495,
0.381598,,Spot,142,1000024480,24496,
0.718697,,Spot,143,1000024401,24497,
0.0543438,,Spot,143,1000024480,24498,
0.380767,,Spot,144,1000024401,24499,
0.852123,,Spot,144,1000024480,24500,
0.541384,,Spot,145,1000024401,24501,
0.46785,,Spot,145,1000024480,24502,
0.286758,,Spot,146,1000024401,24503,
0.32206,,Spot,146,1000024480,24504,
0.0500002,,Spot,147,1000024401,24505,
0.107456,,Spot,147,1000024480,24506,
1.79859,,Spot,148,1000024401,24507,
0.404103,,Spot,148,1000024480,24508,
2.29403,,Spot,149,1000024401,24509,
0.228392,,Spot,149,1000024480,24510,
1.17841,,Spot,150,1000024401,24511,
0.447576,,Spot,150,1000024480,24512,
0.918481,,Spot,151,1000024401,24513,
0.377084,,Spot,151,1000024480,24514,
0.756937,,Spot,152,1000024401,24515,
0.366207,,Spot,152,1000024480,24516,
0.583238,,Spot,153,1000024401,24517,
0.670664,,Spot,153,1000024480,24518,
0.321108,,Spot,154,1000024401,24519,
0.733606,,Spot,154,1000024480,24520,
0.321638,,Spot,155,1000024401,24521,
0.561166,,Spot,155,1000024480,24522,
0.194706,,Spot,156,1000024401,24523,
0.549334,,Spot,156,1000024480,24524,
0.428664,,Spot,157,1000024401,24525,
0.266995,,Spot,157,1000024480,24526,
0.571803,,Spot,158,1000024401,24527,
0.345075,,Spot,158,1000024480,24528,
0.387182,,Spot,159,1000024401,24529,
0.160228,,Spot,159,1000024480,24530,
0.703596,,Spot,160,1000024401,24531,
0.36299,,Spot,160,1000024480,24532,
0.689387,,Spot,161,1000024401,24533,
0.37765,,Spot,161,1000024480,24534,
0.42804,,Spot,162,1000024401,24535,
0.477748,,Spot,162,1000024480,24536,
0.527692,,Spot,163,1000024401,24537,
0.0755543,,Spot,163,1000024480,24538,
0.640624,,Spot,164,1000024401,24539,
0.506067,,Spot,164,1000024480,24540,
0.785566,,Spot,165,1000024401,24541,
0.564624,,Spot,165,1000024480,24542,
0.977378,,Spot,166,1000024401,24543,
0.0763663,,Spot,166,1000024480,24544,
0.514887,,Spot,167,1000024401,24545,
0.342766,,Spot,167,1000024480,24546,
1.23683,,Spot,168,1000024401,24547,
1.09314,,Spot,168,1000024480,24548,
1.98516,,Spot,169,1000024401,24549,
0.952488,,Spot,169,1000024480,24550,
0.82892,,Spot,170,1000024480,24551,
0.770481,,Spot,171,1000024480,24552,
0.729038,,Spot,172,1000024480,24553,
0.604437,,Spot,173,1000024480,24554,
0.408659,,Spot,174,1000024480,24555,
0.565345,,Spot,175,1000024480,24556,
0.348107,,Spot,176,1000024480,24557,
1.08757,,Spot,177,1000024480,24558,
1.61693,,Spot,178,1000024480,24559,
0.766987,,Spot,179,1000024480,24560,
0.597424,,Spot,180,1000024480,24561,
0.564351,,Spot,181,1000024480,24562,
0.612058,,Spot,182,1000024480,24563,
0.322303,,Spot,183,1000024480,24564,
0.471087,,Spot,184,1000024480,24565,
1.30387,,Spot,261,1000024566,24566,
0.844908,,Spot,262,1000024566,24567,
1.29456,,Spot,263,1000024566,24568,
1.48324,,Spot,264,1000024566,24569,
0.64339,,Spot,265,1000024566,24570,
0.462246,,Spot,266,1000024566,24571,
0.623076,,Spot,267,1000024566,24572,
0.241197,,Spot,268,1000024566,24573,
0.37146,,Spot,269,1000024566,24574,
0.249564,,Spot,270,1000024566,24575,
0.394377,,Spot,271,1000024566,24576,
0.424915,,Spot,272,1000024566,24577,
0.434803,,Spot,273,1000024566,24578,
0.488868,,Spot,274,1000024566,24579,
0.396238,,Spot,275,1000024566,24580,
0.510764,,Spot,276,1000024566,24581,
0.65808,,Spot,277,1000024566,24582,
0.153216,,Spot,278,1000024566,24583,
0.256267,,Spot,279,1000024566,24584,
0.488209,,Spot,280,1000024566,24585,
0.391891,,Spot,281,1000024566,24586,
0.444474,,Spot,282,1000024566,24587,
0.209746,,Spot,283,1000024566,24588,
0.420683,,Spot,284,1000024566,24589,
0.274155,,Spot,285,1000024566,24590,
0.393269,,Spot,286,1000024566,24591,
0.2014,,Spot,287,1000024566,24592,
0.141769,,Spot,288,1000024566,24593,
0.258712,,Spot,289,1000024566,24594,
0.327713,,Spot,290,1000024566,24595,
0.535818,,Spot,291,1000024566,24596,
0.443897,,Spot,292,1000024566,24597,
0.491691,,Spot,293,1000024566,24598,
0.151534,,Spot,294,1000024566,24599,
0.836643,,Spot,295,1000024566,24600,
1.00035,,Spot,296,1000024566,24601,
1.18114,,Spot,297,1000024566,24602,
1.17874,,Spot,298,1000024566,24603,
0.657012,,Spot,299,1000024566,24604,
0.662733,,Spot,300,1000024566,24605,
0.937242,,Spot,301,1000024566,24606,
0.95179,,Spot,302,1000024566,24607,
0.281804,,Spot,303,1000024566,24608,
1.27394,,Spot,304,1000024566,24609,
2.58071,,Spot,305,1000024566,24610,
2.21761,,Spot,306,1000024566,24611,
1.03078,,Spot,271,1000024613,24613,
0.532003,,Spot,272,1000024613,24614,
0.548147,,Spot,273,1000024613,24615,
0.198234,,Spot,274,1000024613,24616,
0.186041,,Spot,275,1000024613,24617,
0.727629,,Spot,276,1000024613,24618,
0.402884,,Spot,277,1000024613,24619,
0.593054,,Spot,278,1000024613,24620,
1.0631,,Spot,279,1000024613,24621,
0.622444,,Spot,280,1000024613,24622,
0.449796,,Spot,281,1000024613,24623,
0.562471,,Spot,282,1000024613,24624,
0.478597,,Spot,283,1000024613,24625,
0.658141,,Spot,284,1000024613,24626,
0.517115,,Spot,285,1000024613,24627,
0.289132,,Spot,286,1000024613,24628,
0.221045,,Spot,287,1000024613,24629,
0.342507,,Spot,288,1000024613,24630,
0.260977,,Spot,289,1000024613,24631,
0.221233,,Spot,290,1000024613,24632,
0.209232,,Spot,291,1000024613,24633,
0.221735,,Spot,292,1000024613,24634,
0.474405,,Spot,293,1000024613,24635,
0.221047,,Spot,294,1000024613,24636,
0.254783,,Spot,295,1000024613,24637,
0.49171,,Spot,296,1000024613,24638,
0.42656,,Spot,297,1000024613,24639,
0.703012,,Spot,298,1000024613,24640,
0.67437,,Spot,299,1000024613,24641,
0.83231,,Spot,300,1000024613,24642,
0.839399,,Spot,301,1000024613,24643,
0.43233,,Spot,302,1000024613,24644,
0.451692,,Spot,303,1000024613,24645,
1.64946,,Spot,304,1000024613,24646,
2.4443,,Spot,305,1000024613,24647,
1.07547,,Spot,306,1000024613,24648,
0.685108,,Spot,307,1000024613,24649,
0.926929,,Spot,308,1000024613,24650,
1.18785,,Spot,309,1000024613,24651,
1.9918,,Spot,310,1000024613,24652,
2.59728,,Spot,311,1000024613,24653,
1.11209,,Spot,312,1000024613,24654,
0.0875002,,Spot,313,1000024613,24655,
0.413385,,Spot,314,1000024613,24656,
0.704518,,Spot,315,1000024613,24657,
1.41026,,Spot,316,1000024613,24658,
0,,Spot,284,1000024659,24659,
0.451796,,Spot,285,1000024659,24660,
0.513362,,Spot,286,1000024659,24661,
0.200104,,Spot,287,1000024659,24662,
0.253903,,Spot,288,1000024659,24663,
