
Track Intensity StdDev Ch=1 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
26.9445,,Track,1,Image 1,1000024401,
36.4571,,Track,1,Image 1,1000024480,
26.1285,,Track,1,Image 1,1000024566,
24.9459,,Track,1,Image 1,1000024613,
21.6919,,Track,1,Image 1,1000024659,
19.7555,,Track,1,Image 1,1000024696,
