
Track Number of Spots
 ==================== 
Track Number of Spots,Unit,Category,ID,
75,,Track,1000024401,
51,,Track,1000024480,
46,,Track,1000024566,
46,,Track,1000024613,
37,,Track,1000024659,
33,,Track,1000024696,
31,,Track,1000024729,
21,,Track,1000024760,
