
Track Intensity Min Ch=1 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
168,,Track,1,Image 1,1000024401,
0,,Track,1,Image 1,1000024480,
167,,Track,1,Image 1,1000024566,
174,,Track,1,Image 1,1000024613,
168,,Track,1,Image 1,1000024659,
174,,Track,1,Image 1,1000024696,
