
Track Intensity Center Mean Ch=2 Img=1
 ==================== 
Track Intensity Center Mean,Unit,Category,Channel,Image,ID,
378.147,,Track,2,Image 1,1000024401,
368.725,,Track,2,Image 1,1000024480,
376.5,,Track,2,Image 1,1000024566,
345.63,,Track,2,Image 1,1000024613,
358.405,,Track,2,Image 1,1000024659,
329.545,,Track,2,Image 1,1000024696,
