
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
20.428,,Track,1000024401,
16.8588,,Track,1000024480,
15.209,,Track,1000024566,
20.8197,,Track,1000024613,
16.713,,Track,1000024659,
8.1254,,Track,1000024696,
3.56836,,Track,1000024729,
13.9413,,Track,1000024760,
