
Track Intensity Max Ch=1 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
479,,Track,1,Image 1,1000024401,
428,,Track,1,Image 1,1000024480,
447,,Track,1,Image 1,1000024566,
506,,Track,1,Image 1,1000024613,
506,,Track,1,Image 1,1000024659,
383,,Track,1,Image 1,1000024696,
