
Track Intensity Mean Ch=2 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
412.365,,Track,2,Image 1,1000024401,
377.203,,Track,2,Image 1,1000024480,
387.516,,Track,2,Image 1,1000024566,
369.323,,Track,2,Image 1,1000024613,
375.076,,Track,2,Image 1,1000024659,
331.158,,Track,2,Image 1,1000024696,
