
Track Intensity Max Ch=2 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
1236,,Track,2,Image 1,1000024401,
683,,Track,2,Image 1,1000024480,
847,,Track,2,Image 1,1000024566,
780,,Track,2,Image 1,1000024613,
843,,Track,2,Image 1,1000024659,
572,,Track,2,Image 1,1000024696,
