
Distance To Nearest Neighbour
 ==================== 
Distance To Nearest Neighbour,Unit,Category,Time,TrackID,ID,
13.5024,µm,Spot,134,1000024401,24440,
13.5024,µm,Spot,134,1000024480,24480,
12.7174,µm,Spot,135,1000024401,24481,
12.7174,µm,Spot,135,1000024480,24482,
12.4817,µm,Spot,136,1000024401,24483,
12.4817,µm,Spot,136,1000024480,24484,
11.9544,µm,Spot,137,1000024401,24485,
11.9544,µm,Spot,137,1000024480,24486,
11.7305,µm,Spot,138,1000024401,24487,
11.7305,µm,Spot,138,1000024480,24488,
11.3422,µm,Spot,139,1000024401,24489,
11.3422,µm,Spot,139,1000024480,24490,
11.5706,µm,Spot,140,1000024401,24491,
11.5706,µm,Spot,140,1000024480,24492,
11.2653,µm,Spot,141,1000024401,24493,
11.2653,µm,Spot,141,1000024480,24494,
11.5873,µm,Spot,142,1000024401,24495,
11.5873,µm,Spot,142,1000024480,24496,
11.4584,µm,Spot,143,1000024401,24497,
11.4584,µm,Spot,143,1000024480,24498,
10.9378,µm,Spot,144,1000024401,24499,
10.9378,µm,Spot,144,1000024480,24500,
10.335,µm,Spot,145,1000024401,24501,
10.335,µm,Spot,145,1000024480,24502,
9.37186,µm,Spot,146,1000024401,24503,
9.37186,µm,Spot,146,1000024480,24504,
9.45641,µm,Spot,147,1000024401,24505,
9.45641,µm,Spot,147,1000024480,24506,
9.32635,µm,Spot,148,1000024401,24507,
9.32635,µm,Spot,148,1000024480,24508,
6.0517,µm,Spot,149,1000024401,24509,
6.0517,µm,Spot,149,1000024480,24510,
5.44372,µm,Spot,150,1000024401,24511,
5.44372,µm,Spot,150,1000024480,24512,
5.13044,µm,Spot,151,1000024401,24513,
5.13044,µm,Spot,151,1000024480,24514,
5.36909,µm,Spot,152,1000024401,24515,
5.36909,µm,Spot,152,1000024480,24516,
5.78352,µm,Spot,153,1000024401,24517,
5.78352,µm,Spot,153,1000024480,24518,
5.33974,µm,Spot,154,1000024401,24519,
5.33974,µm,Spot,154,1000024480,24520,
4.90916,µm,Spot,155,1000024401,24521,
4.90916,µm,Spot,155,1000024480,24522,
5.31518,µm,Spot,156,1000024401,24523,
5.31518,µm,Spot,156,1000024480,24524,
5.43082,µm,Spot,157,1000024401,24525,
5.43082,µm,Spot,157,1000024480,24526,
5.35615,µm,Spot,158,1000024401,24527,
5.35615,µm,Spot,158,1000024480,24528,
5.52915,µm,Spot,159,1000024401,24529,
5.52915,µm,Spot,159,1000024480,24530,
5.62746,µm,Spot,160,1000024401,24531,
5.62746,µm,Spot,160,1000024480,24532,
5.70876,µm,Spot,161,1000024401,24533,
5.70876,µm,Spot,161,1000024480,24534,
5.75427,µm,Spot,162,1000024401,24535,
5.75427,µm,Spot,162,1000024480,24536,
5.72219,µm,Spot,163,1000024401,24537,
5.72219,µm,Spot,163,1000024480,24538,
6.52917,µm,Spot,164,1000024401,24539,
6.52917,µm,Spot,164,1000024480,24540,
6.20115,µm,Spot,165,1000024401,24541,
6.20115,µm,Spot,165,1000024480,24542,
7.28405,µm,Spot,166,1000024401,24543,
7.28405,µm,Spot,166,1000024480,24544,
7.55712,µm,Spot,167,1000024401,24545,
7.55712,µm,Spot,167,1000024480,24546,
7.46177,µm,Spot,168,1000024401,24547,
7.46177,µm,Spot,168,1000024480,24548,
8.32998,µm,Spot,169,1000024401,24549,
8.32998,µm,Spot,169,1000024480,24550,
11.5779,µm,Spot,271,1000024566,24576,
10.8702,µm,Spot,272,1000024566,24577,
10.7203,µm,Spot,273,1000024566,24578,
10.5331,µm,Spot,274,1000024566,24579,
10.0929,µm,Spot,275,1000024566,24580,
10.5799,µm,Spot,276,1000024566,24581,
8.72564,µm,Spot,277,1000024566,24582,
8.74692,µm,Spot,278,1000024566,24583,
7.76201,µm,Spot,279,1000024566,24584,
7.26444,µm,Spot,280,1000024566,24585,
6.7529,µm,Spot,281,1000024566,24586,
7.19959,µm,Spot,282,1000024566,24587,
7.45899,µm,Spot,283,1000024566,24588,
7.26265,µm,Spot,284,1000024566,24589,
6.93437,µm,Spot,285,1000024566,24590,
7.06252,µm,Spot,286,1000024566,24591,
6.75084,µm,Spot,287,1000024566,24592,
7.19271,µm,Spot,288,1000024566,24593,
6.96011,µm,Spot,289,1000024566,24594,
7.0837,µm,Spot,290,1000024566,24595,
7.01565,µm,Spot,291,1000024566,24596,
6.57148,µm,Spot,292,1000024566,24597,
6.63677,µm,Spot,293,1000024566,24598,
6.38431,µm,Spot,294,1000024566,24599,
6.82398,µm,Spot,295,1000024566,24600,
5.4994,µm,Spot,296,1000024566,24601,
5.55217,µm,Spot,297,1000024566,24602,
6.3353,µm,Spot,298,1000024566,24603,
6.3024,µm,Spot,299,1000024566,24604,
6.39939,µm,Spot,300,1000024566,24605,
5.92755,µm,Spot,301,1000024566,24606,
6.31766,µm,Spot,302,1000024566,24607,
6.40509,µm,Spot,303,1000024566,24608,
6.03494,µm,Spot,304,1000024566,24609,
5.35377,µm,Spot,305,1000024566,24610,
5.92984,µm,Spot,306,1000024566,24611,
11.5779,µm,Spot,271,1000024613,24613,
10.8702,µm,Spot,272,1000024613,24614,
10.7203,µm,Spot,273,1000024613,24615,
10.5331,µm,Spot,274,1000024613,24616,
10.0929,µm,Spot,275,1000024613,24617,
10.5799,µm,Spot,276,1000024613,24618,
8.72564,µm,Spot,277,1000024613,24619,
8.74692,µm,Spot,278,1000024613,24620,
7.76201,µm,Spot,279,1000024613,24621,
7.26444,µm,Spot,280,1000024613,24622,
6.7529,µm,Spot,281,1000024613,24623,
7.19959,µm,Spot,282,1000024613,24624,
7.45899,µm,Spot,283,1000024613,24625,
5.9802,µm,Spot,284,1000024613,24626,
5.43847,µm,Spot,285,1000024613,24627,
4.51104,µm,Spot,286,1000024613,24628,
4.9779,µm,Spot,287,1000024613,24629,
4.62207,µm,Spot,288,1000024613,24630,
5.08979,µm,Spot,289,1000024613,24631,
4.75803,µm,Spot,290,1000024613,24632,
4.66367,µm,Spot,291,1000024613,24633,
4.67255,µm,Spot,292,1000024613,24634,
5.39986,µm,Spot,293,1000024613,24635,
5.06095,µm,Spot,294,1000024613,24636,
5.08873,µm,Spot,295,1000024613,24637,
4.93155,µm,Spot,296,1000024613,24638,
4.49486,µm,Spot,297,1000024613,24639,
4.7907,µm,Spot,298,1000024613,24640,
4.99518,µm,Spot,299,1000024613,24641,
5.11766,µm,Spot,300,1000024613,24642,
5.42533,µm,Spot,301,1000024613,24643,
5.49485,µm,Spot,302,1000024613,24644,
5.23025,µm,Spot,303,1000024613,24645,
4.50522,µm,Spot,304,1000024613,24646,
5.35377,µm,Spot,305,1000024613,24647,
4.64371,µm,Spot,306,1000024613,24648,
4.86983,µm,Spot,307,1000024613,24649,
4.78632,µm,Spot,308,1000024613,24650,
4.23506,µm,Spot,309,1000024613,24651,
4.5764,µm,Spot,310,1000024613,24652,
