
Track Speed Mean
 ==================== 
Track Speed Mean,Unit,Category,ID,
0.659927,,Track,1000024401,
0.691963,,Track,1000024480,
0.845392,,Track,1000024566,
0.889645,,Track,1000024613,
0.976803,,Track,1000024659,
0.654831,,Track,1000024696,
0.523803,,Track,1000024729,
1.1797,,Track,1000024760,
