
Diameter
 ==================== 
Diameter X,Diameter Y,Diameter Z,Unit,Category,Collection,Time,TrackID,ID,
6,6,6,µm,Spot,Diameter,98,1000031584,31584,
6,6,6,µm,Spot,Diameter,99,1000031584,31585,
6,6,6,µm,Spot,Diameter,100,1000031584,31586,
6,6,6,µm,Spot,Diameter,101,1000031584,31587,
6,6,6,µm,Spot,Diameter,102,1000031584,31588,
6,6,6,µm,Spot,Diameter,103,1000031584,31589,
6,6,6,µm,Spot,Diameter,104,1000031584,31590,
6,6,6,µm,Spot,Diameter,105,1000031584,31591,
6,6,6,µm,Spot,Diameter,106,1000031584,31592,
6,6,6,µm,Spot,Diameter,107,1000031584,31593,
6,6,6,µm,Spot,Diameter,108,1000031584,31594,
6,6,6,µm,Spot,Diameter,109,1000031584,31595,
6,6,6,µm,Spot,Diameter,110,1000031584,31596,
6,6,6,µm,Spot,Diameter,111,1000031584,31597,
6,6,6,µm,Spot,Diameter,112,1000031584,31598,
6,6,6,µm,Spot,Diameter,113,1000031584,31599,
6,6,6,µm,Spot,Diameter,114,1000031584,31600,
6,6,6,µm,Spot,Diameter,115,1000031584,31601,
6,6,6,µm,Spot,Diameter,116,1000031584,31602,
6,6,6,µm,Spot,Diameter,117,1000031584,31603,
6,6,6,µm,Spot,Diameter,118,1000031584,31604,
6,6,6,µm,Spot,Diameter,119,1000031584,31605,
6,6,6,µm,Spot,Diameter,120,1000031584,31606,
6,6,6,µm,Spot,Diameter,121,1000031584,31607,
6,6,6,µm,Spot,Diameter,122,1000031584,31608,
6,6,6,µm,Spot,Diameter,123,1000031584,31609,
6,6,6,µm,Spot,Diameter,124,1000031584,31610,
6,6,6,µm,Spot,Diameter,125,1000031584,31611,
6,6,6,µm,Spot,Diameter,126,1000031584,31612,
6,6,6,µm,Spot,Diameter,127,1000031584,31613,
6,6,6,µm,Spot,Diameter,128,1000031584,31614,
6,6,6,µm,Spot,Diameter,129,1000031584,31615,
6,6,6,µm,Spot,Diameter,130,1000031584,31616,
6,6,6,µm,Spot,Diameter,131,1000031584,31617,
6,6,6,µm,Spot,Diameter,145,1000031618,31618,
6,6,6,µm,Spot,Diameter,146,1000031618,31619,
6,6,6,µm,Spot,Diameter,147,1000031618,31620,
6,6,6,µm,Spot,Diameter,148,1000031618,31621,
6,6,6,µm,Spot,Diameter,149,1000031618,31622,
6,6,6,µm,Spot,Diameter,150,1000031618,31623,
6,6,6,µm,Spot,Diameter,151,1000031618,31624,
6,6,6,µm,Spot,Diameter,152,1000031618,31625,
6,6,6,µm,Spot,Diameter,153,1000031618,31626,
6,6,6,µm,Spot,Diameter,154,1000031618,31627,
6,6,6,µm,Spot,Diameter,166,1000031631,31631,
6,6,6,µm,Spot,Diameter,167,1000031631,31632,
6,6,6,µm,Spot,Diameter,168,1000031631,31633,
6,6,6,µm,Spot,Diameter,169,1000031631,31634,
6,6,6,µm,Spot,Diameter,170,1000031631,31635,
6,6,6,µm,Spot,Diameter,171,1000031631,31636,
6,6,6,µm,Spot,Diameter,172,1000031631,31637,
6,6,6,µm,Spot,Diameter,173,1000031631,31638,
6,6,6,µm,Spot,Diameter,174,1000031631,31639,
6,6,6,µm,Spot,Diameter,175,1000031631,31640,
6,6,6,µm,Spot,Diameter,176,1000031631,31641,
6,6,6,µm,Spot,Diameter,177,1000031631,31642,
6,6,6,µm,Spot,Diameter,178,1000031631,31643,
6,6,6,µm,Spot,Diameter,179,1000031631,31644,
6,6,6,µm,Spot,Diameter,180,1000031631,31645,
6,6,6,µm,Spot,Diameter,181,1000031631,31646,
6,6,6,µm,Spot,Diameter,182,1000031631,31647,
6,6,6,µm,Spot,Diameter,182,1000031678,31678,
6,6,6,µm,Spot,Diameter,183,1000031678,31679,
6,6,6,µm,Spot,Diameter,183,1000031631,31680,
6,6,6,µm,Spot,Diameter,184,1000031631,31681,
6,6,6,µm,Spot,Diameter,184,1000031678,31682,
6,6,6,µm,Spot,Diameter,185,1000031631,31683,
6,6,6,µm,Spot,Diameter,185,1000031678,31684,
6,6,6,µm,Spot,Diameter,186,1000031631,31685,
6,6,6,µm,Spot,Diameter,186,1000031678,31686,
6,6,6,µm,Spot,Diameter,187,1000031631,31687,
6,6,6,µm,Spot,Diameter,187,1000031678,31688,
6,6,6,µm,Spot,Diameter,188,1000031631,31689,
6,6,6,µm,Spot,Diameter,188,1000031678,31690,
6,6,6,µm,Spot,Diameter,189,1000031631,31691,
6,6,6,µm,Spot,Diameter,189,1000031678,31692,
6,6,6,µm,Spot,Diameter,190,1000031631,31693,
6,6,6,µm,Spot,Diameter,190,1000031678,31694,
6,6,6,µm,Spot,Diameter,191,1000031631,31695,
6,6,6,µm,Spot,Diameter,191,1000031678,31696,
6,6,6,µm,Spot,Diameter,192,1000031631,31697,
6,6,6,µm,Spot,Diameter,193,1000031631,31698,
6,6,6,µm,Spot,Diameter,194,1000031631,31699,
6,6,6,µm,Spot,Diameter,195,1000031631,31700,
6,6,6,µm,Spot,Diameter,196,1000031631,31701,
6,6,6,µm,Spot,Diameter,197,1000031631,31702,
6,6,6,µm,Spot,Diameter,213,1000031703,31703,
6,6,6,µm,Spot,Diameter,214,1000031703,31704,
6,6,6,µm,Spot,Diameter,215,1000031703,31705,
6.6,6.6,6.6,µm,Spot,Diameter,216,1000031703,31706,
6.6,6.6,6.6,µm,Spot,Diameter,217,1000031703,31707,
6.6,6.6,6.6,µm,Spot,Diameter,218,1000031703,31708,
6.6,6.6,6.6,µm,Spot,Diameter,219,1000031703,31709,
6,6,6,µm,Spot,Diameter,219,1000031773,31773,
6.6,6.6,6.6,µm,Spot,Diameter,220,1000031703,31774,
6,6,6,µm,Spot,Diameter,220,1000031773,31775,
6.6,6.6,6.6,µm,Spot,Diameter,221,1000031703,31776,
6,6,6,µm,Spot,Diameter,221,1000031773,31777,
6.6,6.6,6.6,µm,Spot,Diameter,222,1000031703,31778,
6,6,6,µm,Spot,Diameter,222,1000031773,31779,
6.6,6.6,6.6,µm,Spot,Diameter,223,1000031703,31780,
6,6,6,µm,Spot,Diameter,223,1000031773,31781,
6.6,6.6,6.6,µm,Spot,Diameter,224,1000031703,31782,
6,6,6,µm,Spot,Diameter,224,1000031773,31783,
6.6,6.6,6.6,µm,Spot,Diameter,225,1000031703,31784,
6,6,6,µm,Spot,Diameter,225,1000031773,31785,
6.6,6.6,6.6,µm,Spot,Diameter,226,1000031703,31786,
6,6,6,µm,Spot,Diameter,226,1000031773,31787,
6.6,6.6,6.6,µm,Spot,Diameter,227,1000031703,31788,
6,6,6,µm,Spot,Diameter,227,1000031773,31789,
6.6,6.6,6.6,µm,Spot,Diameter,228,1000031703,31790,
6,6,6,µm,Spot,Diameter,228,1000031773,31791,
6.6,6.6,6.6,µm,Spot,Diameter,229,1000031703,31792,
6,6,6,µm,Spot,Diameter,229,1000031773,31793,
6.6,6.6,6.6,µm,Spot,Diameter,230,1000031703,31794,
6,6,6,µm,Spot,Diameter,230,1000031773,31795,
6.6,6.6,6.6,µm,Spot,Diameter,231,1000031703,31796,
6,6,6,µm,Spot,Diameter,231,1000031773,31797,
6.6,6.6,6.6,µm,Spot,Diameter,232,1000031703,31798,
6,6,6,µm,Spot,Diameter,232,1000031773,31799,
6.6,6.6,6.6,µm,Spot,Diameter,233,1000031703,31800,
6,6,6,µm,Spot,Diameter,233,1000031773,31801,
6.6,6.6,6.6,µm,Spot,Diameter,234,1000031703,31802,
6,6,6,µm,Spot,Diameter,234,1000031773,31803,
6.6,6.6,6.6,µm,Spot,Diameter,235,1000031703,31804,
6,6,6,µm,Spot,Diameter,235,1000031773,31805,
6.6,6.6,6.6,µm,Spot,Diameter,236,1000031703,31806,
6,6,6,µm,Spot,Diameter,236,1000031773,31807,
6.6,6.6,6.6,µm,Spot,Diameter,237,1000031703,31808,
6,6,6,µm,Spot,Diameter,237,1000031773,31809,
6.6,6.6,6.6,µm,Spot,Diameter,238,1000031703,31810,
6,6,6,µm,Spot,Diameter,238,1000031773,31811,
6.6,6.6,6.6,µm,Spot,Diameter,239,1000031703,31812,
6,6,6,µm,Spot,Diameter,239,1000031773,31813,
6.6,6.6,6.6,µm,Spot,Diameter,240,1000031703,31814,
6,6,6,µm,Spot,Diameter,240,1000031773,31815,
6.6,6.6,6.6,µm,Spot,Diameter,241,1000031703,31816,
6,6,6,µm,Spot,Diameter,241,1000031773,31817,
6.6,6.6,6.6,µm,Spot,Diameter,242,1000031703,31818,
6,6,6,µm,Spot,Diameter,242,1000031773,31819,
6.6,6.6,6.6,µm,Spot,Diameter,243,1000031703,31820,
6,6,6,µm,Spot,Diameter,243,1000031773,31821,
6.6,6.6,6.6,µm,Spot,Diameter,244,1000031703,31822,
6,6,6,µm,Spot,Diameter,244,1000031773,31823,
6.6,6.6,6.6,µm,Spot,Diameter,245,1000031703,31824,
6,6,6,µm,Spot,Diameter,245,1000031773,31825,
6.6,6.6,6.6,µm,Spot,Diameter,246,1000031703,31826,
6,6,6,µm,Spot,Diameter,246,1000031773,31827,
6.6,6.6,6.6,µm,Spot,Diameter,247,1000031703,31828,
6,6,6,µm,Spot,Diameter,247,1000031773,31829,
6.6,6.6,6.6,µm,Spot,Diameter,248,1000031703,31830,
6,6,6,µm,Spot,Diameter,248,1000031773,31831,
6.6,6.6,6.6,µm,Spot,Diameter,249,1000031703,31832,
6,6,6,µm,Spot,Diameter,249,1000031773,31833,
6.6,6.6,6.6,µm,Spot,Diameter,250,1000031703,31834,
6,6,6,µm,Spot,Diameter,250,1000031773,31835,
6.6,6.6,6.6,µm,Spot,Diameter,251,1000031703,31836,
6,6,6,µm,Spot,Diameter,251,1000031773,31837,
6.6,6.6,6.6,µm,Spot,Diameter,252,1000031703,31838,
6,6,6,µm,Spot,Diameter,252,1000031773,31839,
6.6,6.6,6.6,µm,Spot,Diameter,253,1000031703,31840,
6,6,6,µm,Spot,Diameter,253,1000031773,31841,
6.6,6.6,6.6,µm,Spot,Diameter,254,1000031703,31842,
6,6,6,µm,Spot,Diameter,254,1000031773,31843,
6.6,6.6,6.6,µm,Spot,Diameter,255,1000031703,31844,
6,6,6,µm,Spot,Diameter,255,1000031773,31845,
6.6,6.6,6.6,µm,Spot,Diameter,256,1000031703,31846,
6,6,6,µm,Spot,Diameter,256,1000031773,31847,
6.6,6.6,6.6,µm,Spot,Diameter,257,1000031703,31848,
6,6,6,µm,Spot,Diameter,257,1000031773,31849,
6.6,6.6,6.6,µm,Spot,Diameter,258,1000031703,31850,
6,6,6,µm,Spot,Diameter,258,1000031773,31851,
6.6,6.6,6.6,µm,Spot,Diameter,259,1000031703,31852,
6,6,6,µm,Spot,Diameter,259,1000031773,31853,
6.6,6.6,6.6,µm,Spot,Diameter,260,1000031703,31854,
6,6,6,µm,Spot,Diameter,260,1000031773,31855,
6.6,6.6,6.6,µm,Spot,Diameter,261,1000031703,31856,
6,6,6,µm,Spot,Diameter,261,1000031773,31857,
6.6,6.6,6.6,µm,Spot,Diameter,262,1000031703,31858,
6,6,6,µm,Spot,Diameter,262,1000031773,31859,
6.6,6.6,6.6,µm,Spot,Diameter,263,1000031703,31860,
6,6,6,µm,Spot,Diameter,263,1000031773,31861,
6.6,6.6,6.6,µm,Spot,Diameter,264,1000031703,31862,
6,6,6,µm,Spot,Diameter,264,1000031773,31863,
6.6,6.6,6.6,µm,Spot,Diameter,265,1000031703,31864,
6,6,6,µm,Spot,Diameter,265,1000031773,31865,
6.6,6.6,6.6,µm,Spot,Diameter,266,1000031703,31866,
6,6,6,µm,Spot,Diameter,266,1000031773,31867,
6.6,6.6,6.6,µm,Spot,Diameter,267,1000031703,31868,
6,6,6,µm,Spot,Diameter,267,1000031773,31869,
6.6,6.6,6.6,µm,Spot,Diameter,268,1000031703,31870,
6,6,6,µm,Spot,Diameter,268,1000031773,31871,
6.6,6.6,6.6,µm,Spot,Diameter,269,1000031703,31872,
6,6,6,µm,Spot,Diameter,269,1000031773,31873,
6.6,6.6,6.6,µm,Spot,Diameter,270,1000031703,31874,
6,6,6,µm,Spot,Diameter,270,1000031773,31875,
6.6,6.6,6.6,µm,Spot,Diameter,271,1000031703,31876,
6,6,6,µm,Spot,Diameter,271,1000031773,31877,
6.6,6.6,6.6,µm,Spot,Diameter,272,1000031703,31878,
6,6,6,µm,Spot,Diameter,272,1000031773,31879,
6.6,6.6,6.6,µm,Spot,Diameter,273,1000031703,31880,
6,6,6,µm,Spot,Diameter,273,1000031773,31881,
6.6,6.6,6.6,µm,Spot,Diameter,274,1000031703,31882,
6,6,6,µm,Spot,Diameter,274,1000031773,31883,
6.6,6.6,6.6,µm,Spot,Diameter,275,1000031703,31884,
6,6,6,µm,Spot,Diameter,275,1000031773,31885,
