
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
113.097,,Track,1000031584,
113.097,,Track,1000031618,
113.097,,Track,1000031631,
113.097,,Track,1000031678,
135.83,,Track,1000031703,
113.097,,Track,1000031773,
