
Track Intensity StdDev Ch=3 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
55.2768,,Track,3,Image 1,1000031584,
12.4243,,Track,3,Image 1,1000031618,
