
Track Speed Mean
 ==================== 
Track Speed Mean,Unit,Category,ID,
0.613441,,Track,1000031584,
0.967509,,Track,1000031618,
0.967727,,Track,1000031631,
0.906795,,Track,1000031678,
0.621847,,Track,1000031703,
0.447025,,Track,1000031773,
